stimulusID,morphID,RT,trialNumber,blockNumber,stimLocationDeg,shifted_stimulusID,shifted_stimLocationDeg,shifted_morphID,Error,responseError,Stim_diff,DoVM_values,bootstrap_values,Running_Mean
67.0,72.0,1.09988308,1.0,1.0,199.0,133.0,235.0,78.0,-55.0,-55.0,-66.0,-0.015928939027100412,-3.617956190870502,1.935483870967742
58.0,70.0,4.300511122,2.0,1.0,0.0,135.0,277.0,143.0,8.0,8.0,71.0,0.00644874269257714,1.4148943934529987,2.433333333333333
57.0,76.0,11.38290095,3.0,1.0,331.0,127.0,29.0,144.0,17.0,17.0,-70.0,-0.008166883476781659,-2.8345835618214554,2.1379310344827585
133.0,78.0,3.53169179,4.0,1.0,235.0,25.0,171.0,26.0,1.0,1.0,-40.0,-0.22418561339960869,3.390733153806767,2.1785714285714284
135.0,143.0,3.316788912,5.0,1.0,277.0,101.0,160.0,104.0,3.0,3.0,34.0,0.36811848806763214,-1.069957629065857,1.8518518518518519
127.0,144.0,5.683295965,6.0,1.0,29.0,131.0,301.0,140.0,9.0,9.0,-4.0,-0.33290904971800545,-1.2532754156949892,2.3793103448275863
25.0,26.0,3.232711792,7.0,1.0,171.0,5.0,67.0,5.0,0.0,0.0,20.0,0.7871519543953495,-1.124866582145574,2.4
101.0,104.0,3.763752222,8.0,1.0,160.0,122.0,82.0,12.0,38.0,38.0,-21.0,-0.7659937216000734,0.8529352628759472,3.7777777777777777
131.0,140.0,1.09992075,9.0,1.0,301.0,108.0,89.0,112.0,4.0,4.0,23.0,0.7143700611751748,2.810858863163042,3.4516129032258065
5.0,5.0,12.28266764,10.0,1.0,67.0,126.0,350.0,111.0,-15.0,-15.0,27.0,0.5890856319057758,2.182048224927689,2.911764705882353
122.0,12.0,9.433410882999999,11.0,1.0,82.0,30.0,187.0,32.0,2.0,2.0,-56.0,-0.048983682408177597,-1.4710508083841904,4.4
108.0,112.0,4.436342955,12.0,1.0,89.0,128.0,190.0,111.0,-17.0,-17.0,-20.0,-0.7871519543953495,9.618104017225974,4.638888888888889
126.0,111.0,3.499443769,13.0,1.0,350.0,80.0,100.0,72.0,-8.0,-8.0,46.0,0.12968510510820763,1.7543017168810981,4.352941176470588
30.0,32.0,6.599967241,14.0,1.0,187.0,138.0,237.0,31.0,41.0,41.0,40.0,0.22418561339960869,5.211253669568925,4.03030303030303
128.0,111.0,2.2510747909999997,15.0,1.0,190.0,124.0,227.0,105.0,-19.0,-19.0,4.0,0.33290904971800545,-5.783748622570797,3.3823529411764706
