stimulusID,morphID,RT,trialNumber,blockNumber,stimLocationDeg,shifted_stimulusID,shifted_stimLocationDeg,shifted_morphID,Error,responseError,Stim_diff,Stim_Loc_diff,DoVM_values,bootstrap_values,Running_Mean,slopes,intercepts
39.0,63.0,2.28312397,1.0,1.0,350.0,70.0,299.0,68.0,-2.0,-5.388327183838011,-31.0,51.0,-0.7086839202740789,2.6917250008941345,2.096849517821026,0.2252256016236609,1.2111363707292875
136.0,147.0,4.716586113,2.0,1.0,204.0,89.0,304.0,110.0,21.0,5.784657651231864,47.0,-100.0,0.10215260012563442,1.978603041038997,1.123381536217786,0.14187508777026325,-0.8396979770685342
70.0,68.0,3.150047064,3.0,1.0,299.0,13.0,194.0,20.0,7.0,7.049830940492883,57.0,105.0,0.028335073940211588,2.476024511167919,1.071838790389899,0.17105485054450414,1.782845507997172
89.0,110.0,1.73431015,4.0,1.0,304.0,16.0,201.0,13.0,-3.0,-2.735697569986203,73.0,103.0,0.0016012665761603552,0.6007544820564868,0.6303157851436167,0.0058565730005997975,0.7013473492053067
13.0,20.0,3.284326077,5.0,1.0,194.0,140.0,121.0,6.0,14.0,8.974056651693697,21.0,73.0,1.6408767254195968,3.345146962190333,0.7013257466504892,0.32323500776678277,-3.784495905995088
140.0,6.0,5.766885757000001,7.0,1.0,121.0,108.0,349.0,143.0,35.0,29.74056005169204,32.0,132.0,0.6372538602116711,2.4190953915873976,0.9712839980295097,0.17070649806694527,-0.5849038128476948
76.0,124.0,1.966599226,8.0,1.0,85.0,48.0,83.0,59.0,11.0,10.072391509485872,28.0,2.0,0.954899939486056,2.528980774875924,0.6872943182861266,0.1967086004205568,0.6227610543052094
108.0,143.0,5.067037344,9.0,1.0,349.0,31.0,288.0,34.0,3.0,2.2358045412583794,-71.0,61.0,-0.0032893860762365445,1.147442677303512,0.8803347240691407,0.026228829648228574,-1.2671683325564589
48.0,59.0,8.533227921,10.0,1.0,83.0,68.0,181.0,74.0,6.0,3.7389091050697845,-20.0,-98.0,-1.7341278076484559,0.36349212962212774,0.9422768461375601,-0.029613543643709807,0.7727690566907802
31.0,34.0,3.3001930710000003,11.0,1.0,288.0,85.0,214.0,109.0,24.0,10.214229152879891,-54.0,74.0,-0.041529685207560355,2.765902833015777,3.258361959920327,0.1877494311576926,-1.2554624391351117
68.0,74.0,4.967076778,12.0,1.0,181.0,55.0,207.0,62.0,7.0,7.137305637026846,13.0,-26.0,2.068299131131915,2.528518990188524,2.993642755330707,0.0713129922386687,-0.9954232811545112
85.0,109.0,3.1841819289999997,13.0,1.0,214.0,28.0,288.0,24.0,-4.0,-4.249629913508271,57.0,-74.0,0.028335073940211588,0.2283659885653161,2.8486168179838955,-0.051973289433610716,0.5802043583893046
55.0,62.0,2.533756018,14.0,1.0,207.0,90.0,344.0,76.0,-14.0,-29.37228154018145,-35.0,-137.0,-0.4554817675728333,2.788563640471283,2.1047026848602357,0.20854956890999657,0.7929389169842515
28.0,24.0,3.433037758,15.0,1.0,288.0,8.0,58.0,13.0,5.0,5.3268161037498105,20.0,-130.0,1.7341278076484559,3.1843014243168346,2.123601776085576,0.19251938213613615,0.08063502941879286
90.0,76.0,2.8499200339999997,16.0,1.0,344.0,109.0,266.0,90.0,-19.0,-23.414810381917537,-19.0,78.0,-1.8206849709367503,2.30341228410175,2.587726565453423,0.20448658186468174,-0.9562085269547235
8.0,13.0,3.933349848,17.0,1.0,58.0,121.0,93.0,120.0,-1.0,-1.4912529942505754,35.0,-35.0,0.4554817675728333,1.4612172585736043,2.7132423043967355,0.1875614848767358,-2.7124116950538912
109.0,90.0,2.8667850489999998,18.0,1.0,266.0,45.0,133.0,63.0,18.0,16.629041271175236,64.0,133.0,0.01137844601456231,3.004800113703141,3.1703856505967463,0.10843709961575766,-0.9324513798394252
121.0,120.0,4.149912119,19.0,1.0,93.0,69.0,171.0,60.0,-9.0,-11.801620520155186,52.0,-78.0,0.05364803954323423,0.702569844113086,3.9023556997186715,0.009806785318461807,-0.4879535092256194
45.0,63.0,2.9498090739999996,20.0,1.0,133.0,144.0,60.0,2.0,6.0,4.943164626888998,49.0,73.0,0.0789229349853242,2.0919319983379547,4.262929342505524,0.12260014858242876,0.9126619367408627
69.0,60.0,3.349660873,21.0,1.0,171.0,101.0,343.0,123.0,22.0,10.65919963678925,-32.0,-172.0,-0.6372538602116711,2.3889329420199044,1.8781469578500387,0.08931458648195727,1.38252635100297
101.0,123.0,6.6338009829999995,23.0,1.0,343.0,50.0,83.0,58.0,8.0,7.412426457047435,51.0,-100.0,0.06100111856250594,2.3249623853384667,2.0269915856878167,0.11952808529027678,-0.44544281046173984
23.0,132.0,3.26770997,24.0,1.0,156.0,35.0,294.0,29.0,-6.0,-7.377115426642365,-12.0,-138.0,-2.043223489568249,1.323755114260411,1.9010327536323046,0.1132289832696888,-1.7745101691904919
50.0,58.0,4.533747911,25.0,1.0,83.0,52.0,308.0,51.0,-1.0,-1.2556033808838505,-2.0,135.0,-0.501916759815873,2.4382256317542508,2.2632354488045823,0.3099813424617356,-0.12300363005052736
35.0,29.0,4.816849947,26.0,1.0,294.0,33.0,325.0,43.0,10.0,8.90466364418922,2.0,-31.0,0.501916759815873,1.9253407657243533,1.770267914314279,-0.011427850458485466,-0.48846193158277396
52.0,51.0,2.983876944,27.0,1.0,308.0,17.0,195.0,17.0,0.0,0.33657343735309997,35.0,113.0,0.4554817675728333,1.838214329998967,3.2727049712446115,0.210853683715797,-0.19463726569037054
33.0,43.0,3.1995649339999996,28.0,1.0,325.0,93.0,249.0,90.0,-3.0,-18.307135786126285,-60.0,76.0,-0.01931438957860452,2.719189439554687,2.873171977280186,0.09840889502152306,-0.4676617617244434
17.0,17.0,4.449984074,29.0,1.0,195.0,83.0,140.0,117.0,34.0,21.333342607453826,-66.0,55.0,-0.008539032053645807,2.141849905531919,2.8400063634381385,0.08474599504367027,2.166842726171466
83.0,117.0,1.8669359680000002,31.0,1.0,140.0,134.0,357.0,135.0,1.0,-6.391533939897857,-51.0,143.0,-0.06100111856250594,0.5647038578751824,1.4647720714376096,0.05159117419388617,-1.1371373649911765
139.0,63.0,2.450675011,32.0,1.0,296.0,128.0,263.0,139.0,11.0,6.5600400455796235,11.0,33.0,1.9943393928956863,2.5269490231623535,0.05597491391750306,0.20034010422020593,-2.058562283047811
134.0,135.0,2.9672138689999996,33.0,1.0,357.0,34.0,326.0,34.0,0.0,-1.2443243454072812,-48.0,31.0,-0.08978920974720371,2.130883497424874,-0.5468765895638102,0.06747793082071317,-0.3990001291942916
128.0,139.0,3.716412067,34.0,1.0,263.0,3.0,291.0,136.0,-15.0,-12.404727074223521,-23.0,-28.0,-1.4426622944025271,2.144872334552106,-2.361414502796585,0.08014491243716228,1.1513164124903719
34.0,34.0,2.69922924,35.0,1.0,326.0,96.0,73.0,126.0,30.0,15.575563545795315,-62.0,-107.0,-0.014892439276145749,1.9207287052396058,-1.8644125170740575,0.15963297185867117,0.3994407574302904
3.0,136.0,2.700427055,36.0,1.0,291.0,51.0,44.0,63.0,12.0,11.5819443766656,-48.0,-113.0,-0.08978920974720371,1.2094834871584337,-1.0663800311173643,0.010714756584668923,-0.055569754415096734
96.0,126.0,3.799832106,37.0,1.0,73.0,71.0,204.0,75.0,4.0,-0.017346830397850788,25.0,-131.0,1.240812449243895,3.704523207743854,-0.42326596844284775,0.332286980879251,-0.07181642852601614
51.0,63.0,2.600991964,38.0,1.0,44.0,36.0,73.0,30.0,-6.0,-7.490383616870772,15.0,-29.0,2.0531976713492166,2.145595893588877,-0.42326596844284775,0.22547228568539063,-0.5659413974451599
71.0,75.0,4.083439112,39.0,1.0,204.0,10.0,229.0,13.0,3.0,3.049896375819153,61.0,-25.0,0.016972871154592874,1.092001604546149,-1.2550016428792978,0.136520853764557,-0.2729888266956517
36.0,30.0,5.134447813,40.0,1.0,73.0,59.0,153.0,46.0,-13.0,-12.745735748392033,-23.0,-80.0,-1.4426622944025271,2.962428634169301,-2.2599272766738125,0.23381351329753824,1.9353169423041623
10.0,13.0,5.69890523,41.0,1.0,229.0,141.0,150.0,5.0,12.0,7.938957518086878,17.0,79.0,1.9644846486429097,3.3849284149884924,-1.4951119607076524,0.2645438625462845,-0.7128857534136598
