,shifted_stimulusID,response_category
1657,81.0,3
1658,93.0,3
1659,11.0,1
1660,111.0,3
1661,57.0,2
1662,60.0,2
1663,97.0,3
1664,18.0,2
1665,121.0,3
1666,49.0,2
1667,24.0,2
1668,31.0,1
1669,122.0,1
1670,21.0,2
1671,105.0,3
1672,113.0,3
1673,68.0,2
1674,61.0,2
1675,53.0,2
1676,79.0,3
1677,107.0,3
1678,114.0,3
1679,89.0,3
1680,27.0,2
1681,34.0,2
1682,80.0,3
1683,8.0,1
1684,4.0,1
1685,87.0,3
1686,143.0,1
1687,14.0,1
1688,67.0,2
1689,131.0,1
1690,129.0,1
1691,120.0,3
1692,7.0,1
1693,25.0,2
1694,20.0,1
1695,33.0,2
1696,5.0,1
1697,109.0,3
1698,77.0,3
1699,74.0,3
1700,125.0,3
1701,84.0,3
1702,91.0,3
1703,44.0,2
1704,65.0,3
1705,144.0,1
1706,116.0,3
1707,90.0,3
1708,98.0,3
1709,51.0,2
1710,110.0,3
1711,140.0,1
1712,123.0,3
1713,69.0,3
1714,92.0,3
1715,70.0,3
1716,23.0,1
1717,101.0,3
1718,17.0,2
1719,115.0,3
1720,128.0,3
1721,53.0,2
1722,26.0,2
1723,145.0,1
1724,43.0,2
1725,68.0,2
1726,85.0,3
1727,141.0,1
1728,135.0,3
1729,72.0,3
1730,74.0,3
1731,59.0,2
1732,46.0,2
1733,121.0,3
1734,8.0,2
1735,34.0,1
1736,41.0,2
1737,138.0,1
1738,33.0,1
1739,118.0,3
1740,52.0,2
1741,143.0,1
1742,38.0,2
1743,63.0,2
1744,45.0,2
1745,18.0,1
1746,123.0,1
1747,98.0,3
1748,14.0,2
1749,105.0,1
1750,37.0,2
1751,108.0,3
1752,32.0,1
1753,94.0,1
1754,127.0,3
1755,91.0,3
1756,6.0,1
1757,55.0,2
1758,142.0,3
1759,62.0,2
1760,60.0,2
1761,31.0,2
1762,16.0,1
1763,66.0,2
1764,117.0,3
1765,65.0,2
1766,11.0,3
1767,23.0,2
1768,30.0,1
1769,133.0,1
1770,67.0,2
1771,100.0,3
1772,76.0,3
1773,129.0,3
1774,51.0,2
1775,136.0,1
1776,19.0,1
1777,44.0,2
1778,29.0,2
1779,28.0,1
1780,140.0,2
1781,103.0,3
1782,35.0,2
1783,42.0,2
1784,3.0,1
1785,124.0,3
1786,130.0,3
1787,97.0,3
1788,64.0,2
1789,54.0,3
1790,122.0,3
1791,48.0,2
1792,119.0,3
1793,56.0,3
1794,146.0,1
1795,5.0,1
1796,109.0,3
1797,90.0,3
1798,2.0,1
1799,147.0,1
1800,131.0,1
1801,25.0,1
1802,107.0,3
1803,102.0,3
1804,96.0,3
1805,100.0,3
1806,55.0,3
1807,112.0,3
1808,70.0,3
1809,44.0,2
1810,103.0,3
1811,4.0,1
1812,109.0,3
1813,20.0,1
1814,80.0,3
1815,2.0,1
1816,74.0,3
1817,131.0,1
1818,120.0,1
1819,32.0,1
1820,137.0,1
1821,21.0,1
1822,19.0,1
1823,58.0,2
1824,51.0,2
1825,15.0,1
1826,77.0,3
1827,92.0,3
1828,12.0,1
1829,27.0,1
1830,106.0,3
1831,146.0,1
1832,116.0,3
1833,134.0,1
1834,97.0,3
1835,28.0,1
1836,89.0,3
1837,67.0,2
1838,64.0,3
1839,108.0,3
1840,95.0,3
1841,115.0,3
1842,13.0,1
1843,53.0,2
1844,43.0,2
1845,37.0,2
1846,141.0,1
1847,52.0,2
1848,81.0,3
1849,82.0,3
1850,33.0,1
1851,83.0,3
1852,11.0,1
1853,123.0,3
1854,61.0,2
1855,45.0,2
1856,94.0,3
1857,119.0,3
1858,147.0,1
1859,72.0,3
1860,122.0,1
1861,132.0,3
1862,93.0,3
1863,133.0,1
1864,140.0,1
1865,86.0,3
1866,102.0,3
1867,1.0,1
1868,56.0,2
1869,88.0,3
1870,101.0,3
1871,104.0,3
1872,6.0,1
1873,117.0,3
1874,63.0,2
1875,99.0,3
1876,46.0,2
1877,113.0,3
1878,10.0,1
1879,90.0,3
1880,38.0,2
1881,71.0,3
1882,145.0,1
1883,35.0,2
1884,127.0,3
1885,48.0,2
1886,87.0,3
1887,42.0,2
1888,17.0,1
1889,43.0,2
1890,106.0,3
1891,73.0,3
1892,77.0,3
1893,92.0,3
1894,68.0,3
1895,33.0,2
1896,72.0,3
1897,113.0,3
1898,8.0,1
1899,119.0,3
1900,9.0,1
1901,147.0,1
1902,30.0,2
1903,45.0,2
1904,138.0,1
1905,62.0,2
1906,121.0,3
1907,94.0,3
1908,125.0,3
1909,135.0,1
1910,55.0,2
1911,67.0,2
1912,133.0,1
1913,47.0,2
1914,96.0,3
1915,57.0,3
1916,71.0,3
1917,82.0,3
1918,24.0,1
1919,5.0,1
1920,15.0,1
1921,117.0,3
1922,36.0,2
1923,18.0,1
1924,120.0,3
1925,65.0,3
1926,101.0,3
1927,44.0,2
1928,74.0,3
1929,70.0,3
1930,127.0,3
1931,110.0,3
1932,85.0,3
1933,11.0,1
1934,105.0,3
1935,51.0,2
1936,100.0,3
1937,116.0,3
1938,93.0,3
1939,144.0,1
1940,37.0,2
1941,48.0,2
1942,126.0,1
1943,27.0,2
1944,103.0,3
1945,38.0,2
1946,123.0,3
1947,39.0,2
1948,31.0,2
1949,14.0,1
1950,88.0,3
1951,130.0,3
1952,46.0,2
1953,76.0,2
1954,49.0,2
1955,128.0,3
1956,111.0,3
1957,136.0,1
1958,131.0,1
1959,86.0,1
1960,98.0,3
1961,22.0,1
1962,141.0,1
1963,41.0,2
1964,87.0,3
1965,63.0,2
1966,109.0,3
1967,143.0,1
1968,90.0,3
1969,32.0,1
1970,145.0,1
1971,129.0,3
1972,11.0,1
1973,90.0,3
1974,35.0,2
1975,125.0,1
1976,12.0,1
1977,140.0,1
1978,70.0,2
1979,101.0,3
1980,17.0,1
1981,41.0,2
1982,147.0,1
1983,67.0,2
1984,120.0,3
1985,108.0,3
1986,58.0,2
1987,72.0,2
1988,130.0,1
1989,137.0,1
1990,22.0,1
1991,111.0,3
1992,37.0,2
1993,123.0,3
1994,43.0,2
1995,142.0,1
1996,29.0,1
1997,52.0,2
1998,63.0,2
1999,53.0,2
2000,100.0,1
2001,104.0,3
2002,83.0,2
2003,127.0,3
2004,74.0,2
2005,56.0,2
2006,66.0,2
2007,57.0,2
2008,14.0,1
2009,115.0,3
2010,42.0,2
2011,64.0,2
2012,92.0,3
2013,133.0,3
2014,44.0,2
2015,18.0,1
2016,112.0,3
2017,146.0,1
2018,21.0,1
2019,119.0,3
2020,106.0,3
2021,38.0,2
2022,3.0,1
2023,39.0,2
2024,25.0,2
2025,27.0,2
2026,124.0,1
2027,33.0,2
2028,76.0,2
2029,68.0,2
2030,31.0,2
2031,135.0,1
2032,102.0,1
2033,32.0,2
2034,5.0,2
2035,34.0,2
2036,110.0,3
2037,69.0,2
2038,4.0,1
2039,75.0,2
2040,46.0,2
2041,136.0,1
2042,131.0,1
2043,19.0,1
2044,89.0,1
2045,84.0,1
2046,30.0,2
2047,118.0,3
2048,107.0,3
2049,15.0,1
2050,77.0,2
2051,143.0,1
2052,8.0,1
2053,69.0,2
2054,128.0,3
2055,27.0,1
2056,6.0,1
2057,138.0,1
2058,16.0,1
2059,33.0,2
2060,4.0,1
2061,131.0,1
2062,30.0,2
2063,81.0,2
2064,25.0,1
2065,77.0,2
2066,35.0,2
2067,11.0,1
2068,118.0,1
2069,101.0,3
2070,65.0,2
2071,41.0,2
2072,123.0,3
2073,23.0,1
2074,56.0,2
2075,7.0,1
2076,135.0,1
2077,52.0,2
2078,104.0,3
2079,80.0,3
2080,88.0,3
2081,140.0,1
2082,31.0,2
2083,127.0,1
2084,49.0,2
2085,143.0,1
2086,24.0,1
2087,116.0,1
2088,144.0,1
2089,8.0,1
2090,73.0,2
2091,109.0,3
2092,61.0,2
2093,125.0,1
2094,45.0,2
2095,68.0,2
2096,99.0,3
2097,70.0,3
2098,87.0,3
2099,13.0,1
2100,146.0,1
2101,78.0,3
2102,3.0,1
2103,117.0,3
2104,55.0,2
2105,53.0,2
2106,106.0,3
2107,76.0,2
2108,107.0,1
2109,90.0,3
2110,122.0,3
2111,97.0,3
2112,126.0,3
2113,113.0,3
2114,82.0,3
2115,84.0,1
2116,44.0,2
2117,134.0,1
2118,111.0,3
2119,141.0,1
2120,96.0,3
2121,62.0,2
2122,39.0,2
2123,34.0,2
2124,67.0,2
2125,79.0,2
2126,28.0,1
2127,47.0,2
2128,15.0,1
2129,42.0,2
2130,93.0,3
2131,22.0,1
2132,133.0,1
2133,110.0,3
2134,71.0,2
2135,40.0,2
2136,41.0,2
2137,99.0,3
2138,6.0,1
2139,33.0,2
2140,24.0,1
2141,115.0,3
2142,31.0,2
2143,76.0,2
2144,122.0,3
2145,138.0,1
2146,25.0,2
2147,145.0,1
2148,144.0,1
2149,55.0,2
2150,139.0,2
2151,7.0,1
2152,46.0,2
2153,119.0,1
2154,107.0,3
2155,14.0,1
2156,80.0,3
2157,102.0,3
2158,4.0,1
2159,88.0,3
2160,59.0,2
2161,143.0,1
2162,92.0,3
2163,89.0,3
2164,18.0,1
2165,146.0,1
2166,58.0,2
2167,47.0,2
2168,49.0,2
2169,22.0,1
2170,1.0,1
2171,21.0,1
2172,29.0,2
2173,67.0,2
2174,15.0,2
2175,112.0,3
2176,117.0,3
2177,97.0,3
2178,95.0,3
2179,114.0,3
2180,32.0,2
2181,61.0,2
2182,140.0,1
2183,132.0,1
2184,123.0,1
2185,130.0,3
2186,20.0,2
2187,118.0,1
2188,68.0,3
2189,137.0,1
2190,120.0,3
2191,30.0,1
2192,127.0,1
2193,96.0,3
2194,40.0,2
2195,66.0,2
2196,63.0,2
2197,37.0,2
2198,125.0,3
2199,81.0,3
2200,10.0,1
2201,43.0,2
2202,94.0,3
2203,45.0,2
2204,39.0,2
2205,70.0,2
2206,16.0,1
2207,19.0,1
2208,52.0,2
2209,75.0,2
2210,23.0,1
2211,104.0,3
2212,3.0,1
2213,128.0,1
2214,71.0,3
2215,109.0,3
2216,13.0,1
2217,101.0,3
2218,83.0,3
2219,30.0,2
2220,53.0,2
2221,142.0,1
2222,54.0,2
2223,119.0,3
2224,35.0,2
2225,46.0,2
2226,91.0,3
2227,19.0,1
2228,84.0,3
2229,74.0,2
2230,98.0,3
2231,99.0,3
2232,41.0,3
2233,65.0,2
2234,57.0,2
2235,23.0,1
2236,42.0,2
2237,110.0,3
2238,12.0,1
2239,6.0,1
2240,138.0,1
2241,116.0,3
2242,13.0,1
2243,89.0,3
2244,28.0,1
2245,22.0,1
2246,111.0,3
2247,70.0,2
2248,147.0,1
2249,83.0,3
2250,31.0,1
2251,133.0,1
2252,5.0,1
2253,115.0,3
2254,36.0,2
2255,38.0,2
2256,121.0,3
2257,44.0,2
2258,33.0,1
2259,45.0,2
2260,4.0,1
2261,123.0,1
2262,67.0,2
2263,109.0,3
2264,140.0,1
2265,47.0,2
2266,17.0,1
2267,86.0,1
2268,85.0,3
2269,60.0,2
2270,7.0,1
2271,37.0,2
2272,131.0,1
2273,97.0,3
2274,102.0,3
2275,24.0,1
2276,144.0,1
2277,132.0,1
2278,18.0,1
2279,69.0,2
2280,141.0,1
2281,118.0,3
2282,128.0,3
2283,124.0,3
2284,100.0,3
2285,94.0,3
2286,143.0,1
2287,73.0,2
2288,135.0,1
2289,2.0,1
2290,76.0,3
2291,117.0,3
2292,139.0,1
2293,59.0,2
2294,87.0,2
2295,68.0,2
2296,112.0,3
2297,92.0,3
2298,134.0,1
2299,34.0,2
2300,9.0,1
2301,52.0,2
2302,78.0,3
2303,31.0,2
2304,66.0,3
2305,30.0,1
2306,137.0,1
2307,116.0,3
2308,62.0,2
2309,97.0,3
2310,15.0,1
2311,125.0,1
2312,144.0,1
2313,121.0,3
2314,43.0,2
2315,75.0,3
2316,49.0,2
2317,58.0,2
2318,133.0,1
2319,138.0,1
2320,70.0,2
2321,110.0,3
2322,103.0,3
2323,81.0,3
2324,5.0,1
2325,94.0,3
2326,96.0,3
2327,24.0,2
2328,7.0,1
2329,122.0,3
2330,45.0,2
2331,54.0,2
2332,59.0,2
2333,52.0,2
2334,12.0,1
2335,112.0,1
2336,83.0,3
2337,142.0,3
2338,108.0,3
2339,139.0,2
2340,88.0,3
2341,21.0,1
2342,69.0,2
2343,63.0,2
2344,84.0,3
2345,93.0,3
2346,79.0,3
2347,134.0,3
2348,107.0,3
2349,101.0,2
2350,114.0,3
2351,72.0,2
2352,119.0,3
2353,50.0,3
2354,76.0,3
2355,18.0,1
2356,34.0,2
2357,2.0,1
2358,91.0,3
2359,36.0,2
2360,4.0,1
2361,136.0,1
2362,87.0,3
2363,120.0,1
2364,41.0,2
2365,44.0,2
2366,82.0,3
2367,92.0,3
2368,13.0,1
2369,8.0,1
2370,113.0,3
2371,140.0,1
2372,130.0,3
2373,51.0,2
2374,38.0,2
2375,19.0,1
2376,80.0,3
2377,68.0,2
2378,39.0,2
2379,3.0,1
2380,115.0,1
2381,131.0,1
2382,10.0,1
2383,28.0,1
2384,117.0,3
2385,19.0,1
2386,14.0,1
2387,137.0,1
2388,17.0,1
2389,136.0,1
2390,7.0,1
2391,53.0,2
2392,141.0,1
2393,99.0,3
2394,21.0,1
2395,38.0,2
2396,98.0,3
2397,73.0,3
2398,121.0,3
2399,113.0,3
2400,97.0,3
2401,87.0,3
2402,144.0,1
2403,112.0,3
2404,37.0,2
2405,105.0,3
2406,95.0,3
2407,63.0,2
2408,78.0,2
2409,42.0,2
2410,66.0,2
2411,127.0,1
2412,143.0,1
2413,27.0,2
2414,102.0,3
2415,111.0,1
2416,20.0,1
2417,13.0,1
2418,29.0,2
2419,79.0,3
2420,142.0,1
2421,39.0,2
2422,96.0,3
2423,69.0,3
2424,60.0,2
2425,139.0,2
2426,89.0,3
2427,119.0,1
2428,35.0,1
2429,80.0,2
2430,90.0,3
2431,77.0,2
2432,30.0,2
2433,5.0,1
2434,84.0,3
2435,146.0,1
2436,40.0,2
2437,64.0,2
2438,12.0,1
2439,132.0,3
2440,70.0,3
2441,82.0,3
2442,138.0,1
2443,101.0,3
2444,94.0,3
2445,133.0,1
2446,116.0,3
2447,50.0,2
2448,15.0,1
2449,134.0,1
2450,3.0,1
2451,54.0,2
2452,130.0,3
2453,114.0,3
2454,57.0,2
2455,4.0,1
2456,2.0,1
2457,52.0,2
2458,121.0,3
2459,124.0,3
2460,53.0,2
2461,45.0,2
2462,85.0,3
2463,73.0,3
2464,32.0,2
2465,115.0,3
2466,48.0,2
2467,29.0,1
2468,42.0,2
2469,17.0,1
2470,76.0,3
2471,61.0,3
2472,109.0,3
2473,43.0,1
2474,23.0,1
2475,20.0,1
2476,135.0,1
2477,59.0,2
2478,88.0,3
2479,10.0,1
2480,63.0,2
2481,93.0,3
2482,80.0,3
2483,89.0,3
2484,70.0,2
2485,114.0,3
2486,118.0,1
2487,65.0,3
2488,44.0,2
2489,67.0,2
2490,62.0,2
2491,72.0,2
2492,27.0,1
2493,34.0,2
2494,146.0,1
2495,56.0,2
2496,9.0,1
2497,125.0,1
2498,28.0,1
2499,126.0,1
2500,74.0,2
2501,100.0,3
2502,7.0,1
2503,54.0,2
2504,40.0,2
2505,39.0,2
2506,119.0,3
2507,147.0,1
2508,97.0,3
2509,127.0,3
2510,129.0,3
2511,4.0,1
2512,37.0,2
2513,143.0,1
2514,90.0,3
2515,77.0,3
2516,117.0,3
2517,51.0,2
2518,49.0,2
2519,91.0,3
2520,98.0,3
2521,5.0,1
2522,60.0,2
2523,16.0,1
2524,2.0,1
2525,84.0,3
2526,8.0,1
2527,113.0,3
2528,19.0,1
2529,52.0,2
2530,41.0,2
2531,94.0,3
2532,139.0,1
2533,101.0,3
2534,55.0,2
2535,71.0,2
2536,33.0,2
2537,123.0,3
2538,134.0,3
2539,96.0,3
2540,3.0,1
2541,46.0,2
2542,59.0,2
2543,140.0,1
2544,9.0,1
2545,23.0,1
2546,139.0,1
2547,102.0,3
2548,41.0,2
2549,92.0,3
2550,146.0,1
2551,129.0,3
2552,132.0,1
2553,69.0,2
2554,119.0,3
2555,145.0,1
2556,39.0,1
2557,104.0,3
2558,96.0,3
2559,82.0,3
2560,125.0,3
2561,112.0,3
2562,110.0,3
2563,10.0,1
2564,138.0,1
2565,49.0,2
2566,78.0,3
2567,51.0,2
2568,143.0,1
2569,126.0,3
2570,16.0,1
2571,147.0,1
2572,7.0,1
2573,113.0,1
2574,34.0,2
2575,124.0,3
2576,83.0,3
2577,135.0,3
2578,108.0,3
2579,58.0,2
2580,88.0,3
2581,90.0,3
2582,74.0,3
2583,133.0,3
2584,114.0,3
2585,75.0,3
2586,2.0,1
2587,121.0,1
2588,77.0,3
2589,57.0,3
2590,33.0,2
2591,55.0,2
2592,134.0,1
2593,127.0,3
2594,38.0,2
2595,111.0,1
2596,63.0,2
2597,116.0,3
2598,1.0,1
2599,32.0,2
2600,13.0,1
2601,142.0,1
2602,76.0,3
2603,91.0,3
2604,128.0,1
2605,37.0,2
2606,28.0,2
2607,103.0,3
2608,5.0,1
2609,11.0,1
2610,31.0,1
2611,131.0,1
2612,44.0,2
2613,17.0,1
2614,97.0,3
2615,72.0,3
2616,99.0,3
2617,46.0,2
2618,52.0,2
2619,29.0,1
2620,18.0,1
2621,35.0,2
2622,86.0,1
2623,61.0,2
2624,70.0,2
2625,138.0,1
2626,90.0,3
2627,17.0,1
2628,44.0,2
2629,60.0,2
2630,127.0,1
2631,79.0,3
2632,22.0,1
2633,1.0,1
2634,92.0,3
2635,96.0,3
2636,87.0,3
2637,4.0,1
2638,100.0,3
2639,116.0,3
2640,18.0,1
2641,140.0,1
2642,55.0,2
2643,97.0,3
2644,98.0,3
2645,141.0,1
2646,119.0,3
2647,27.0,2
2648,95.0,3
2649,111.0,3
2650,32.0,2
2651,83.0,2
2652,57.0,2
2653,86.0,3
2654,142.0,1
2655,75.0,2
2656,36.0,2
2657,108.0,3
2658,39.0,2
2659,139.0,1
2660,46.0,2
2661,26.0,1
2662,120.0,3
2663,132.0,3
2664,72.0,2
2665,91.0,3
2666,103.0,3
2667,59.0,2
2668,19.0,1
2669,6.0,1
2670,80.0,3
2671,109.0,3
2672,15.0,1
2673,31.0,1
2674,118.0,3
2675,40.0,2
2676,58.0,2
2677,101.0,3
2678,146.0,1
2679,33.0,2
2680,82.0,3
2681,47.0,2
2682,38.0,2
2683,81.0,2
2684,66.0,3
2685,8.0,1
2686,124.0,3
2687,115.0,3
2688,56.0,2
2689,112.0,3
2690,54.0,2
2691,110.0,3
2692,88.0,3
2693,25.0,1
2694,130.0,3
2695,147.0,1
2696,136.0,1
2697,13.0,2
2698,67.0,2
2699,24.0,1
2700,77.0,3
2701,64.0,2
2702,41.0,2
2703,107.0,3
2704,113.0,3
2705,117.0,3
2706,144.0,1
2707,5.0,1
2708,48.0,2
2709,121.0,3
2710,125.0,3
2711,34.0,2
2712,126.0,1
2713,12.0,1
2714,85.0,3
2715,91.0,3
2716,8.0,3
2717,6.0,1
2718,78.0,3
2719,24.0,2
2720,142.0,1
2721,113.0,3
2722,84.0,3
2723,18.0,1
2724,145.0,1
2725,144.0,1
2726,80.0,3
2727,38.0,2
2728,110.0,3
2729,48.0,2
2730,123.0,3
2731,87.0,3
2732,81.0,3
2733,138.0,1
2734,112.0,3
2735,102.0,3
2736,97.0,3
2737,39.0,2
2738,49.0,2
2739,140.0,1
2740,82.0,3
2741,128.0,3
2742,56.0,2
2743,37.0,2
2744,135.0,1
2745,19.0,1
2746,63.0,2
2747,127.0,1
2748,103.0,3
2749,52.0,2
2750,7.0,1
2751,46.0,2
2752,99.0,3
2753,94.0,3
2754,120.0,3
2755,55.0,2
2756,146.0,1
2757,9.0,1
2758,44.0,2
2759,86.0,3
2760,76.0,2
2761,83.0,3
2762,35.0,2
2763,92.0,3
2764,41.0,2
2765,101.0,1
2766,115.0,3
2767,45.0,2
2768,117.0,3
2769,17.0,1
2770,111.0,3
2771,36.0,2
2772,67.0,2
2773,21.0,1
2774,16.0,1
2775,26.0,1
2776,79.0,3
2777,2.0,1
2778,27.0,2
2779,122.0,3
2780,1.0,1
2781,54.0,2
2782,14.0,1
2783,131.0,3
2784,69.0,2
2785,11.0,1
2786,65.0,2
2787,96.0,3
2788,58.0,2
2789,74.0,3
2790,88.0,3
2791,124.0,3
2792,60.0,2
2793,107.0,3
2794,120.0,3
2795,43.0,2
2796,44.0,2
2797,62.0,2
2798,108.0,3
2799,142.0,1
2800,24.0,1
2801,58.0,2
2802,19.0,1
2803,132.0,1
2804,55.0,2
2805,25.0,1
2806,49.0,2
2807,112.0,3
2808,67.0,2
2809,42.0,2
2810,140.0,1
2811,97.0,3
2812,9.0,1
2813,50.0,2
2814,1.0,1
2815,95.0,3
2816,115.0,3
2817,64.0,2
2818,53.0,2
2819,48.0,2
2820,144.0,1
2821,127.0,1
2822,3.0,1
2823,15.0,1
2824,23.0,1
2825,89.0,3
2826,86.0,3
2827,103.0,3
2828,88.0,3
2829,34.0,2
2830,2.0,1
2831,66.0,2
2832,106.0,3
2833,82.0,3
2834,92.0,3
2835,78.0,3
2836,73.0,2
2837,33.0,2
2838,22.0,1
2839,80.0,3
2840,30.0,2
2841,85.0,3
2842,5.0,1
2843,118.0,1
2844,135.0,1
2845,75.0,3
2846,100.0,3
2847,124.0,3
2848,77.0,3
2849,7.0,1
2850,122.0,3
2851,119.0,3
2852,40.0,2
2853,74.0,3
2854,36.0,2
2855,60.0,2
2856,68.0,3
2857,16.0,1
2858,71.0,3
2859,91.0,3
2860,54.0,2
2861,11.0,1
2862,59.0,2
2863,45.0,2
2864,20.0,1
2865,28.0,2
2866,12.0,1
2867,21.0,1
2868,26.0,1
2869,6.0,1
2870,129.0,1
2871,69.0,2
2872,99.0,3
2873,51.0,2
2874,61.0,2
2875,79.0,3
2876,93.0,3
2877,81.0,2
2878,97.0,3
2879,62.0,2
2880,33.0,2
2881,16.0,1
2882,30.0,2
2883,49.0,2
2884,131.0,3
2885,22.0,2
2886,112.0,1
2887,31.0,2
2888,39.0,2
2889,36.0,2
2890,2.0,1
2891,124.0,1
2892,45.0,2
2893,144.0,1
2894,72.0,2
2895,37.0,2
2896,73.0,3
2897,18.0,1
2898,53.0,2
2899,92.0,3
2900,145.0,1
2901,123.0,1
2902,7.0,1
2903,10.0,1
2904,11.0,1
2905,119.0,3
2906,121.0,3
2907,1.0,1
2908,79.0,2
2909,44.0,2
2910,4.0,1
2911,57.0,2
2912,109.0,3
2913,103.0,3
2914,5.0,1
2915,99.0,3
2916,56.0,2
2917,100.0,3
2918,96.0,3
2919,42.0,2
2920,69.0,2
2921,93.0,3
2922,55.0,2
2923,139.0,1
2924,125.0,3
2925,43.0,2
2926,50.0,2
2927,77.0,3
2928,142.0,1
2929,127.0,1
2930,113.0,1
2931,94.0,3
2932,8.0,1
2933,78.0,2
2934,74.0,3
2935,122.0,3
2936,107.0,3
2937,88.0,3
2938,26.0,2
2939,20.0,2
2940,128.0,1
2941,3.0,1
2942,21.0,1
2943,14.0,1
2944,136.0,1
2945,147.0,1
2946,104.0,3
2947,95.0,3
2948,135.0,3
2949,101.0,3
2950,120.0,1
2951,85.0,3
2952,76.0,3
2953,83.0,3
2954,52.0,2
2955,111.0,3
2956,137.0,1
2957,140.0,1
2958,9.0,1
2959,32.0,1
2960,46.0,2
2961,36.0,1
2962,111.0,1
2963,53.0,2
2964,132.0,1
2965,85.0,3
2966,13.0,1
2967,133.0,1
2968,107.0,3
2969,137.0,1
2970,87.0,3
2971,25.0,1
2972,9.0,1
2973,117.0,3
2974,31.0,1
2975,39.0,2
2976,18.0,1
2977,34.0,2
2978,82.0,3
2979,63.0,2
2980,108.0,3
2981,28.0,1
2982,77.0,3
2983,23.0,1
2984,80.0,3
2985,97.0,3
2986,73.0,3
2987,42.0,2
2988,24.0,1
2989,104.0,3
2990,112.0,3
2991,40.0,2
2992,75.0,3
2993,121.0,3
2994,122.0,3
2995,76.0,3
2996,43.0,2
2997,67.0,2
2998,118.0,3
2999,6.0,1
3000,123.0,3
3001,91.0,2
3002,88.0,3
3003,139.0,1
3004,52.0,2
3005,61.0,2
3006,142.0,1
3007,147.0,1
3008,22.0,1
3009,105.0,3
3010,146.0,1
3011,47.0,2
3012,103.0,3
3013,109.0,3
3014,41.0,2
3015,99.0,3
3016,45.0,2
3017,16.0,1
3018,3.0,1
3019,49.0,2
3020,72.0,2
3021,65.0,2
3022,145.0,1
3023,33.0,1
3024,8.0,1
3025,50.0,2
3026,55.0,2
3027,4.0,1
3028,96.0,3
3029,11.0,1
3030,46.0,2
3031,114.0,3
3032,70.0,2
3033,93.0,3
3034,48.0,2
3035,98.0,3
3036,30.0,1
3037,144.0,1
3038,130.0,1
3039,90.0,3
3040,59.0,2
3041,119.0,3
3042,74.0,2
3043,53.0,2
3044,90.0,2
3045,21.0,1
3046,36.0,2
3047,11.0,1
3048,120.0,3
3049,55.0,2
3050,64.0,2
3051,60.0,2
3052,24.0,1
3053,9.0,1
3054,41.0,2
3055,5.0,1
3056,100.0,3
3057,84.0,3
3058,49.0,2
3059,37.0,2
3060,45.0,2
3061,27.0,2
3062,115.0,3
3063,105.0,3
3064,138.0,1
3065,135.0,1
3066,114.0,3
3067,47.0,2
3068,19.0,1
3069,62.0,3
3070,76.0,2
3071,113.0,3
3072,8.0,3
3073,73.0,3
3074,144.0,1
3075,110.0,3
3076,121.0,3
3077,40.0,2
3078,72.0,3
3079,83.0,3
3080,109.0,3
3081,14.0,1
3082,57.0,2
3083,130.0,3
3084,3.0,1
3085,25.0,2
3086,128.0,3
3087,54.0,2
3088,95.0,3
3089,18.0,1
3090,111.0,3
3091,129.0,1
3092,82.0,3
3093,13.0,1
3094,39.0,2
3095,116.0,3
3096,142.0,1
3097,127.0,3
3098,38.0,2
3099,59.0,2
3100,58.0,2
3101,103.0,3
3102,23.0,2
3103,67.0,2
3104,35.0,2
3105,30.0,2
3106,126.0,3
3107,143.0,1
3108,134.0,1
3109,71.0,2
3110,131.0,3
3111,42.0,2
3112,99.0,1
3113,88.0,3
3114,104.0,3
3115,102.0,3
3116,44.0,2
3117,32.0,2
3118,51.0,2
3119,34.0,1
3120,87.0,3
3121,94.0,3
3122,2.0,1
3123,46.0,2
3124,90.0,3
3125,33.0,2
3126,137.0,1
3127,30.0,1
3128,56.0,2
3129,14.0,1
3130,65.0,3
3131,49.0,2
3132,5.0,1
3133,119.0,3
3134,131.0,3
3135,38.0,2
3136,80.0,3
3137,95.0,3
3138,31.0,2
3139,24.0,1
3140,130.0,3
3141,13.0,1
3142,54.0,2
3143,41.0,2
3144,7.0,1
3145,146.0,1
3146,50.0,2
3147,74.0,3
3148,81.0,3
3149,134.0,1
3150,22.0,1
3151,113.0,3
3152,53.0,2
3153,107.0,3
3154,125.0,3
3155,103.0,3
3156,82.0,3
3157,114.0,3
3158,109.0,1
3159,2.0,1
3160,121.0,3
3161,117.0,3
3162,94.0,3
3163,92.0,3
3164,28.0,2
3165,78.0,3
3166,9.0,1
3167,99.0,3
3168,72.0,2
3169,12.0,1
3170,97.0,3
3171,124.0,3
3172,112.0,3
3173,67.0,2
3174,93.0,3
3175,75.0,3
3176,91.0,3
3177,3.0,1
3178,73.0,2
3179,87.0,3
3180,45.0,2
3181,60.0,2
3182,138.0,1
3183,110.0,3
3184,83.0,3
3185,77.0,3
3186,69.0,2
3187,10.0,1
3188,70.0,2
3189,35.0,2
3190,140.0,1
3191,11.0,1
3192,135.0,1
3193,4.0,1
3194,20.0,1
3195,27.0,1
3196,57.0,2
3197,141.0,1
3198,47.0,2
3199,8.0,1
3200,36.0,2
3201,40.0,2
3202,37.0,2
3203,122.0,3
3204,76.0,3
3205,147.0,1
3206,63.0,2
