,AR,CK,CT,EW,HL,IS,JP,MF,NC,SK,SS,MEAN,SEM_LOW,SEM_UP
0,0.27508665125952286,0.6733749324578229,-0.15935398095329134,0.7144243223862484,-0.02784827064703954,2.039278708687132,0.8152304528818205,-1.3551626389540035,-0.7953415259725357,0.31952421638675094,-0.5677553778281293,0.17558704451857254,0.4526376313146902,-0.10146354227754512
1,0.5735649615236886,0.1151395626860185,-0.3575441593340375,-0.06214588629380333,0.4710281683724377,1.8561327686330111,0.34509754540663806,-1.182658664103063,-1.8286142281457876,-0.25375110042247256,-0.32919018999408906,-0.05935829287922352,0.22884353608664476,-0.3475601218450918
2,0.704647404774587,0.14687660039195,-0.7971395361972311,-0.3457515390398164,0.7261614879170848,2.3914571876560387,0.33831134862034795,-1.2896215508573063,-1.8906608578188906,-0.5034478763716936,-0.6550657314423574,-0.10674846021520788,0.24265173170286197,-0.45614865213327777
3,0.71974822712045,0.6228667434680807,-0.541703568547382,-0.4009808014210486,0.7713398983302541,2.396744606109264,0.3450033399533531,-1.4422465652190597,-1.1411169014629516,-0.1511302476981251,-0.6992902670653354,0.04356676941522722,0.36958681299590057,-0.2824532741654462
4,0.6859276016823167,-0.36047680080767275,-0.49133154076150054,-0.38721443287503754,1.1808345026463096,2.32890315906871,0.6961275177990741,-2.2765130236646653,-1.1166735088432127,-0.034803691876586974,-0.3090744325238512,-0.007663150014192425,0.3593902159121828,-0.37471651594056765
5,0.8321114658145768,-0.057564599928226934,-0.5671046256103832,-0.32328538612411617,1.2281958230633019,2.290145093699976,0.722858385299632,-2.559388016438932,-1.0621133377840384,-0.20149808367024832,-0.22106871250359802,0.007389818710722118,0.39073658740948003,-0.37595694998803575
6,0.7740359941255298,-0.5746912311373452,-0.9258854733814779,-0.2565448812384127,1.1705413598146495,1.416255216206986,0.9038208935625233,-2.6243064901697015,-1.0621133377840384,-0.14933936965243338,-0.42505727013711353,-0.15938950816280312,0.19715844979722041,-0.5159374661228266
7,0.8158274795646405,0.0026823389174536615,-1.0987194587921598,-0.3438621442668202,1.2754538481106061,0.5715959686718136,0.5232953591808195,-2.6394226965572805,-1.0299025380253497,-0.2025500825452336,-1.0809445012601995,-0.2915042206365191,0.04586995712574393,-0.6288783983987821
8,0.8480272252627757,-0.5611549256828957,-1.2209050673723145,-0.26322947651076095,1.549493448468192,-0.4224075582720692,0.9168546558438491,-2.755743232393056,-0.8515483167423483,-0.6604566501067243,-0.9778749515599702,-0.39990407718775656,-0.04357855895224666,-0.7562295954232665
9,1.2669576739586157,-0.5611549256828957,-1.3462062019396397,0.9779336507201448,2.0415126689869885,-0.5014572486591639,0.6249800684679441,-2.705564225404138,-0.6649244194255974,-0.8075224530304179,-1.8612921216019813,-0.3215215939645582,0.10743168854788715,-0.7504748764770035
10,1.0207403428878694,-0.1913207581603322,-1.3438805255514938,1.1929903868410758,1.796069768394196,0.3756138279321516,1.2316483297567389,-3.1117344355460865,-0.6850876806430017,-0.5893913706638516,-1.8612921216019813,-0.1968767487595196,0.25768925064969805,-0.6514427481687373
11,1.097190175925482,-0.06506859887934145,-1.144580218574778,0.34557355968196224,1.1646098172925172,0.5488809741407829,1.5528784878180102,-2.8553281194156916,-0.4080768532359626,-0.4054318713298172,-2.3945641102033695,-0.23308334152547328,0.1967865594870914,-0.662953242538038
12,1.117263873117762,-0.2743688517132286,-1.1480443534888212,0.5638680523923788,1.1659026782760635,1.1221939438579445,1.7348057899555378,-3.223784797150223,0.06054438303984852,-1.0925520751107174,-1.5815157880511395,-0.14142610407950856,0.31042876775465006,-0.5932809759136672
13,1.0905776514968264,-0.2965030787374413,-1.37673874269868,0.865335402687432,0.27709622631633646,0.6408388260747501,1.2626220518903397,-3.225294742458775,0.18977996242851283,-1.9115903369757035,-2.3953303566111823,-0.4435642851443259,0.02030526448419384,-0.9074338347728457
14,1.2990971176085657,0.6373335345106886,-1.5166268251907946,-0.09044123615964947,-0.002878899387748182,0.4234533979514603,1.2524182507122767,-3.2963412289867735,0.23149212995696242,-1.8145924948450693,-1.484268548937494,-0.39648680025159777,0.038736130958735016,-0.8317097314619306
15,1.1653820417807865,0.39728748465387936,-1.5166268251907946,-0.5568684329777419,0.27235561958147353,0.09953402682017981,1.2524182507122767,-2.7076231729980034,0.5424647220935831,-1.7842543493071963,-1.3316127020329878,-0.37886757607859495,0.011728102558554832,-0.7694632547157447
16,1.0264855578726766,-0.708785024026538,-0.9963952511326233,-0.7447256925642716,-0.07680092479437593,0.6668093754273949,0.9625906014404112,-2.885500460176059,0.12752102673910848,-1.2779194468714121,-1.0957114383715356,-0.4547665160415658,-0.10598056687180257,-0.8035524652113291
17,1.0678278673674837,0.2987329087552163,-1.0264141198852277,-0.7888163967148156,-0.29114261568307004,0.988734335383015,1.3041431144894695,-2.8625288080322333,-0.054940815445329985,-1.0862028657843723,-0.40082453549084146,-0.2592210846400642,0.10343125571301737,-0.6218734249931458
18,0.9775591778171614,0.19256428294478717,-1.0623881742240022,0.22410123605192625,-0.09548044833235368,0.6850836204978543,2.032210533161706,-1.986329488259531,0.07564935294539087,-1.0721132086198264,-0.5373773908800114,-0.05150186426335445,0.2807108369157808,-0.3837145654424897
19,0.836936412578378,-0.1444360075271412,-1.7018206326146676,-0.6215852011868691,-0.09548044833235368,1.078189196774968,2.282398135246672,-1.6207139064387273,0.23583530070253808,-0.8186492487132428,-0.7887789252866167,-0.12346412043609661,0.23572497911912105,-0.4826532199913143
20,0.757842084674994,-0.8904858322380649,-1.9870342744147365,-1.2515296097550177,0.06130316112175677,0.9033136048259379,3.0695243664378413,-1.7256969747709898,0.0192754077964478,-0.6608784452000583,-0.7808830397014498,-0.2259317773839399,0.2066826633834067,-0.6585462181512866
21,0.7643659650517726,-1.006810433241486,-0.8432437706262917,-1.336170875276098,-0.582662248740439,0.18850077033134297,3.052199412829304,-2.2269790365547575,-0.2413483580260489,-0.09688918262332137,-1.4867124452047238,-0.34688638200734057,0.07629463040413959,-0.7700673944188208
22,1.5026461827786892,-1.767279259075375,-1.1020347756618922,-0.684501496010783,-0.18174393655709248,0.14178257465056515,2.8334952304368337,-1.5059370018368619,-0.37339609744999075,-1.05965732519,-1.0963930354671294,-0.2993653581257307,0.11506173045980683,-0.7137924467112682
23,1.2842599165344182,-2.301062770701334,-1.5733088606300558,-0.684501496010783,-0.2882848099909666,0.0876044655214056,3.1503207070778707,-1.2694040006097074,0.17237405691909607,-0.6309782918475818,-1.468356387943183,-0.32012158833462007,0.13685868757710912,-0.7771018642463492
24,0.8244078188732317,-2.3478358460150615,-1.2825825208464496,-1.3673218869209296,-0.5391103191687928,0.41668451896597525,2.9222132237884053,-1.347603393163564,-0.2902295864230069,-0.6882490658268661,-2.257579558194333,-0.5415642377210357,-0.0847514172545692,-0.9983770581875022
25,0.7246360673447586,-2.8349162427659964,-1.1417723848125119,-2.272341023426566,-0.8760754057913701,-0.8643316899813965,3.2971900488255397,-1.3155483308634637,-0.3350455003558027,-0.4884148982357872,-1.6666024714711676,-0.7066565301394331,-0.21323523784838078,-1.2000778224304853
26,0.7793733004880126,-3.180941690627031,-0.2733593643196528,-2.5595937788849894,-0.7867822013770404,-1.2381591829085814,2.899469229728519,-1.5213538561215945,-0.5083904628188001,-0.5587028915852518,-2.6146112464009197,-0.8693683768024844,-0.35310075035380584,-1.3856360032511628
