stimulusID,morphID,RT,trialNumber,blockNumber,stimLocationDeg,shifted_stimulusID,shifted_stimLocationDeg,shifted_morphID,Error,responseError,Stim_diff,Stim_Loc_diff,DoVM_values,bootstrap_values,Running_Mean,slopes,intercepts
87.0,46.0,3.450253963,1.0,1.0,170.0,97.0,85.0,80.0,-17.0,-18.23401493594035,-10.0,85.0,-1.0049812608508273,-1.6750378311850778,1.3640079162474947,-0.06040022470814299,-3.127924166810919
11.0,26.0,0.033504009,2.0,1.0,77.0,131.0,256.0,142.0,11.0,2.7052619554724657,28.0,-179.0,0.7954399132049121,3.9391916724172757,1.3640079162474947,0.0969216777171857,0.9529633362318001
97.0,80.0,1.9336709980000002,3.0,1.0,85.0,7.0,68.0,104.0,-51.0,-51.02851546554498,-58.0,17.0,-0.05715107913627406,3.7659955678880372,0.9191687762492822,0.2400339675042217,5.542192283702103
131.0,142.0,5.082980871,4.0,1.0,256.0,26.0,175.0,64.0,38.0,43.180913437602825,-43.0,81.0,-0.2451191659048829,1.2253027804370262,0.6711340215215531,0.06993159745939524,-1.3063140040298864
7.0,104.0,1.617341995,5.0,1.0,68.0,125.0,136.0,137.0,12.0,7.787697318038241,30.0,-68.0,0.7013975393700904,3.9156305232753135,-0.32895161895378916,0.22565359218288217,1.1414135111669346
26.0,64.0,2.2999629969999997,6.0,1.0,175.0,79.0,31.0,85.0,6.0,1.0346612289120145,-53.0,144.0,-0.09449376112721039,-1.0919216872724937,-2.095787398657898,-0.04638850342679234,-0.5777109366754337
125.0,137.0,2.333483934,7.0,1.0,136.0,114.0,172.0,80.0,-34.0,-27.425415010557444,11.0,-36.0,1.0601280652392466,-2.97276634557959,-2.5913868037157446,-0.29525450859968805,4.414235107856976
79.0,85.0,1.449687004,8.0,1.0,31.0,25.0,301.0,23.0,-2.0,3.517442676514861,54.0,90.0,0.08559922369164258,1.8293255619604467,-2.0291638067771323,0.21825300329515668,1.495239622594769
114.0,80.0,2.86633873,9.0,1.0,172.0,86.0,139.0,84.0,-2.0,-7.8059905487858,28.0,33.0,0.7954399132049121,0.7730503467424097,-1.4527077060402187,-0.06593670906308371,2.8069300093597405
25.0,23.0,3.249624252,10.0,1.0,301.0,101.0,153.0,98.0,-3.0,-1.098802035901869,72.0,148.0,0.0068497626893370646,0.9749455996012555,-0.9296782576974507,0.07648992607164545,1.9346058969322295
86.0,84.0,2.9005661010000003,11.0,1.0,139.0,31.0,100.0,21.0,-10.0,-7.696869478913143,55.0,39.0,0.07748598525703088,0.8643514990261071,-0.4777830859609735,-0.1844389303626827,3.2611046858035144
101.0,98.0,2.850250959,12.0,1.0,153.0,17.0,352.0,16.0,-1.0,3.2005233012562826,-64.0,161.0,-0.029467794499469672,2.9818857637986214,-1.4483614626771857,-0.11840676814177957,0.3639325615747401
31.0,21.0,3.849765778,13.0,1.0,100.0,10.0,263.0,11.0,1.0,0.8932997925560144,21.0,-163.0,1.0959448786932244,-0.5179212395815674,-1.9448673189163936,0.037554074608295546,3.8341582357806585
17.0,16.0,2.5332629680000003,14.0,1.0,352.0,55.0,102.0,53.0,-2.0,-7.137600348763712,-38.0,-110.0,-0.38112158705931637,1.7607309999413487,-2.6659962665875603,0.0192709604618697,5.2795886211894905
10.0,11.0,2.566549063,15.0,1.0,263.0,119.0,12.0,119.0,0.0,2.8839708388859577,39.0,-109.0,0.3499066380972553,4.492312554910736,-1.721752068841043,0.20470107795973716,4.527272845728214
55.0,53.0,2.316910982,16.0,1.0,102.0,94.0,216.0,103.0,9.0,5.758860097521691,-39.0,-114.0,-0.3499066380972553,-2.7314364763605505,-2.2892029406129946,-0.2647130011643499,1.5308776182487986
119.0,119.0,1.6669280530000001,17.0,1.0,12.0,100.0,101.0,74.0,-26.0,-24.90017404241432,19.0,-89.0,1.1509451948531904,3.3547228444033155,-2.6577731211896762,0.24694613331515788,0.2008600860415678
94.0,103.0,3.800035715,18.0,1.0,216.0,84.0,206.0,83.0,-1.0,-6.788951458712162,10.0,10.0,1.0049812608508273,1.963846995415579,-3.0026173027602856,-0.1855793012800171,1.1422696395360492
100.0,74.0,1.233630896,19.0,1.0,101.0,61.0,171.0,58.0,-3.0,-6.580002339265761,39.0,-70.0,0.3499066380972553,-0.690727228293068,-2.216990385515806,-0.007000752026911384,-0.4979107183167052
84.0,83.0,2.083956003,20.0,1.0,206.0,44.0,6.0,69.0,25.0,19.377217015365446,40.0,-160.0,0.32075337950367955,-1.4042199425269908,-4.383702718787816,-0.02450671072371118,2.045453215856337
61.0,58.0,1.884115934,21.0,1.0,171.0,42.0,278.0,56.0,14.0,9.068663594359876,19.0,-107.0,1.1509451948531904,3.1923461536848294,-2.9955167654191825,0.017010100523526493,3.584503891570099
44.0,69.0,2.9498322010000004,22.0,1.0,6.0,48.0,12.0,53.0,5.0,-1.1893689447809237,-4.0,-6.0,-0.47630934539132913,5.576986164393026,-2.9815954478163813,0.5116593381247251,2.5479115735463767
42.0,56.0,2.9165880680000003,23.0,1.0,278.0,4.0,312.0,18.0,14.0,17.427439498968393,38.0,-34.0,0.38112158705931637,-0.38117001820664737,-2.9446997392902174,0.013162842206483175,2.1381561279670707
