stimulusID,morphID,RT,trialNumber,blockNumber,shifted_stimulusID,shifted_morphID,Error,responseError,Stim_diff,bootstrap_values,Running_Mean,slopes,intercepts,DoVM
16.0,24.0,3.3852,4.0,1.0,131.0,131.0,0.0,-2.7654715144322283e-87,31.0,0.1871328915565677,-4.324755336101177,0.19329129684053792,-1.314674212746468,1.67637378987465e-17
113.0,78.0,1.9768,5.0,1.0,2.0,22.0,20.0,22.502432033649423,-35.0,-3.056112158775204,-4.240028570969264,0.6052487446431011,-4.329128709205843,0.005894609844032122
69.0,76.0,6.2035,6.0,1.0,16.0,24.0,8.0,8.0,53.0,1.3501546633747668,-4.64190635519675,0.382579423347064,-3.382994343365014,0.011811045518537863
147.0,137.0,1.3867,7.0,1.0,113.0,78.0,-35.0,-16.241699410927993,34.0,1.2463054669023508,-4.64190635519675,0.2707396851488142,-6.9817452941631615,0.01777115252341515
100.0,75.0,9.7489,8.0,1.0,69.0,76.0,7.0,7.007046065607821,31.0,-4.619474633795641,-4.72091620734906,0.08051719185255425,-2.934712006189482,0.02379681408088953
114.0,80.0,4.2369,9.0,1.0,147.0,137.0,-10.0,-10.0,-33.0,-1.6920516251405875,-4.438614096724857,0.3267296620642796,-4.8922555673686805,0.02990996593803933
41.0,84.0,0.9874,10.0,1.0,100.0,75.0,-25.0,-25.000837474714807,-59.0,-3.353867667829661,-3.363373597723943,-0.27232762808601235,1.2602812352041144,0.036132606250956434
49.0,42.0,16.7611,11.0,1.0,114.0,80.0,-34.0,-33.9937072911894,-65.0,-1.2457283318539556,-3.2330373619700774,0.33963738656658377,-5.313996302974452,0.04248679883273729
131.0,127.0,3.1605,12.0,1.0,41.0,84.0,43.0,2.9964858881257186,-56.0,-1.5609726474504235,-2.679960485100151,0.27061404569374736,-5.371432700119658,0.048994667983686194
64.0,35.0,12.1319,13.0,1.0,49.0,42.0,-7.0,-7.0,15.0,5.820494556746479,-1.4636449627537944,0.35868747492680025,-4.052019297799169,0.055678383046640294
116.0,109.0,1.7561,14.0,1.0,131.0,127.0,-4.0,-4.0,-15.0,3.896803797878476,-3.234503483440061,0.23049129462915216,-4.5906610400096515,0.06256013074622718
26.0,123.0,1.7417,15.0,1.0,64.0,35.0,-29.0,-28.998321936751893,-38.0,-0.5326990894266421,-3.3127311307551426,0.45559839863025114,-1.5832305408525438,0.06966207328194478
23.0,26.0,4.0924,16.0,1.0,116.0,109.0,-7.0,-7.0,53.0,0.10231763083364408,-1.87042343844746,0.11378825253280608,-3.670069484419489,0.07700629005585463
