stimulusID,morphID,RT,trialNumber,blockNumber,stimLocationDeg,shifted_stimulusID,shifted_stimLocationDeg,shifted_morphID,Error,responseError,Stim_diff,DoVM_values,bootstrap_values,Running_Mean
87.0,46.0,5.082980871,1.0,1.0,170.0,131.0,256.0,142.0,11.0,2.6506220432916905,-44.0,-0.03635771643170706,4.464907963081135,5.129636614860025
11.0,26.0,1.617341995,2.0,1.0,77.0,7.0,68.0,104.0,-51.0,-50.96571155055945,4.0,0.9528483712688869,2.6554345064769644,6.106154388126436
97.0,80.0,2.2999629969999997,3.0,1.0,85.0,26.0,175.0,64.0,38.0,43.22739042941528,71.0,0.0003575384000589133,8.775158238295248,5.727737748368195
131.0,142.0,2.333483934,4.0,1.0,256.0,125.0,136.0,137.0,12.0,7.8749242527024705,6.0,1.3253115795266444,-1.3062167714100217,5.189217226879201
7.0,104.0,1.449687004,5.0,1.0,68.0,79.0,31.0,85.0,6.0,0.9835301356118578,-72.0,-0.00026220747200697455,0.9404482186585925,3.408747979647788
26.0,64.0,2.86633873,6.0,1.0,175.0,114.0,172.0,80.0,-34.0,-27.423051182195678,60.0,0.002557824831551252,1.985253216629687,3.234060942799256
125.0,137.0,3.249624252,7.0,1.0,136.0,25.0,301.0,23.0,-2.0,3.5521046702573216,-48.0,-0.018237687450378265,0.6924885036421985,1.7669500360157437
79.0,85.0,2.9005661010000003,8.0,1.0,31.0,86.0,139.0,84.0,-2.0,-8.122349882976636,-7.0,-1.472443036160678,3.306897894192727,2.2451771021571596
114.0,80.0,2.850250959,9.0,1.0,172.0,101.0,153.0,98.0,-3.0,-1.5864769538652865,13.0,1.7552173190555282,3.993029429615855,1.4977921663049032
25.0,23.0,3.849765778,10.0,1.0,301.0,31.0,100.0,21.0,-10.0,-7.630544543390528,-6.0,-1.3253115795266444,-1.6306941719620907,0.7648304721485923
86.0,84.0,2.5332629680000003,11.0,1.0,139.0,17.0,352.0,16.0,-1.0,3.1218716625086245,69.0,0.0005716305307958127,-4.598986773031963,0.058682301391693614
101.0,98.0,2.566549063,12.0,1.0,153.0,10.0,263.0,11.0,1.0,0.8858533146304737,-57.0,-0.004103115184163865,8.118221150299162,0.058682301391693614
31.0,21.0,2.316910982,13.0,1.0,100.0,55.0,102.0,53.0,-2.0,-7.156424666766696,-24.0,-0.7968860304141431,2.45494291745006,0.7713035345221758
17.0,16.0,1.6669280530000001,14.0,1.0,352.0,119.0,12.0,119.0,0.0,3.003247750936424,46.0,0.025727476158551418,1.8914288941457658,0.061803948925849284
10.0,11.0,3.800035715,15.0,1.0,263.0,94.0,216.0,103.0,9.0,5.230196663416251,64.0,0.0013678916579494247,1.4333612687984885,-0.18080117169347554
55.0,53.0,1.233630896,16.0,1.0,102.0,100.0,101.0,74.0,-26.0,-25.408420341772143,-45.0,-0.03058069864093627,3.589574800799851,-1.0634621884661084
119.0,119.0,2.083956003,17.0,1.0,12.0,84.0,206.0,83.0,-1.0,-7.028771581544021,35.0,0.16720815979831982,2.313517418729385,-1.7157082239195796
94.0,103.0,1.884115934,18.0,1.0,216.0,61.0,171.0,58.0,-3.0,-6.496098692379206,33.0,0.23004445534089563,-1.3637497982461622,-1.5651992840859539
100.0,74.0,2.9498322010000004,19.0,1.0,101.0,44.0,6.0,69.0,25.0,19.305362171912833,56.0,0.0048150909455814,4.147670599588834,-0.8632281477532281
84.0,83.0,2.9165880680000003,20.0,1.0,206.0,42.0,278.0,56.0,14.0,9.015454240434195,42.0,0.051378616172100565,1.3695596373504468,-0.1431014511024675
61.0,58.0,1.13351512,21.0,1.0,171.0,48.0,12.0,53.0,5.0,-1.2737681212009022,13.0,1.7552173190555282,-2.4313670068154245,0.5561774291660118
44.0,69.0,0.73337698,22.0,1.0,6.0,4.0,312.0,18.0,14.0,17.454176283069376,40.0,0.07245834146270803,7.3644563952886255,0.9211343320903204
42.0,56.0,2.001390219,23.0,1.0,278.0,57.0,135.0,54.0,-3.0,-7.585234875467364,-15.0,-1.6545646057853125,-1.0576078460439338,0.23059690636291852
48.0,53.0,3.399992943,24.0,1.0,12.0,63.0,158.0,45.0,-18.0,-21.08398068924666,-15.0,-1.6545646057853125,3.449486990027629,0.34801459160446474
4.0,18.0,2.667079926,25.0,1.0,312.0,27.0,204.0,26.0,-1.0,3.8053889056942154,-23.0,-0.8910696885925687,-4.561694634453258,0.5462195063779152
57.0,54.0,1.9835128780000002,26.0,1.0,135.0,128.0,222.0,143.0,15.0,7.889084985997755,-71.0,-0.0003575384000589133,2.3365622290449766,1.605378916348684
63.0,45.0,2.350071907,27.0,1.0,158.0,129.0,188.0,8.0,27.0,19.231225648090202,-66.0,-0.0009882485258543908,0.6462157262945926,1.837049197177983
