stimulusID,morphID,RT,trialNumber,blockNumber,stimLocationDeg,shifted_stimulusID,shifted_stimLocationDeg,shifted_morphID,Error,responseError,Stim_diff,Stim_Loc_diff,bootstrap_values,Running_Mean,slopes,intercepts,DoVM
36.0,32.0,0.0,3.0,1.0,46.0,81.0,177.0,86.0,5.0,4.999999999999962,-45.0,-131.0,2.5880969308201567,-4.282586458321187,0.2984298242322627,-0.4949627566562992,-0.0010252364848322222
59.0,62.0,3.417241812,4.0,1.0,79.0,113.0,46.0,108.0,-5.0,-4.996868490661166,-54.0,33.0,-0.5344637043347795,-4.351427449833757,-0.027858851989807126,-5.772834306544702,-0.0015491113597988512
13.0,23.0,2.699919939,5.0,1.0,4.0,36.0,46.0,32.0,-4.0,-3.999999999999994,-23.0,-42.0,-2.5292730264008694,-4.425625760955472,-0.18496061096471025,0.1367107883331881,-0.0020866310395935193
126.0,103.0,3.299952984,6.0,1.0,79.0,59.0,79.0,62.0,3.0,3.0028521072272576,67.0,0.0,-1.2206411085192284,-4.6842323777543085,-0.1878323601012542,0.21570300065648604,-0.0026425728815342255
16.0,18.0,3.3998000619999997,7.0,1.0,305.0,13.0,4.0,23.0,10.0,10.005200063435106,3.0,-59.0,1.924486931512881,-4.420776242836283,0.10256870706465954,0.024759325283445176,-0.0032219126024514554
133.0,111.0,6.633285046,8.0,1.0,89.0,126.0,79.0,103.0,-23.0,-23.0,7.0,10.0,-3.116402611069228,-4.152881033223834,-0.13157882374394747,-3.921515151464241,-0.003829876300786552
130.0,113.0,2.332854986,9.0,1.0,42.0,16.0,305.0,18.0,2.0,1.9968689784311813,-32.0,97.0,2.0651792635336634,-4.311705532687966,0.1435483719192236,-3.6552735226077884,-0.004471993995934238
99.0,100.0,2.5334191319999997,10.0,1.0,313.0,133.0,89.0,111.0,-22.0,-21.99999999999989,-34.0,-136.0,-0.49424987468005904,-3.74443170624301,0.012595195304707372,-1.2859231637266004,-0.005154154877353555
100.0,95.0,4.4004309180000005,11.0,1.0,356.0,130.0,42.0,113.0,-17.0,-16.997092132497013,-30.0,-46.0,-4.41795715930118,-4.5407259235749695,-0.33847617571454824,-1.7751975964572502,-0.005882664386934947
6.0,18.0,3.149770975,12.0,1.0,277.0,99.0,313.0,100.0,1.0,3.736699349943251e-08,53.0,-36.0,0.5663033303232119,-4.757216906626248,-0.010151828793941067,-1.7647612440663474,-0.006664303170446092
124.0,108.0,3.083413124,13.0,1.0,292.0,100.0,356.0,95.0,-5.0,-2.9998882728696916,24.0,-64.0,0.011056548623741263,-4.748500912396,0.04795225889714478,-1.3882715569046369,-0.007506387824316339
88.0,97.0,2.116642952,14.0,1.0,340.0,6.0,277.0,18.0,12.0,11.999999999999968,-64.0,63.0,0.5219289271138138,-4.8045573726716375,-0.04966765099348061,-1.7349873477762219,-0.008416833228878574
56.0,53.0,3.3500218389999996,15.0,1.0,1.0,124.0,292.0,108.0,-16.0,-16.0,-68.0,69.0,1.3391850605032956,-3.849402998325503,0.1587786745843862,-1.6131460245648341,-0.009404216094435053
55.0,42.0,4.899451256,16.0,1.0,214.0,88.0,340.0,97.0,9.0,8.996979711676843,-33.0,-126.0,1.892844691724749,-3.4945642886480845,0.23574361702186433,-2.630566803583771,-0.010477839147863327
116.0,102.0,2.5999569890000003,17.0,1.0,105.0,56.0,1.0,53.0,-3.0,-2.9956365120781108,60.0,104.0,-1.4949621058734295,-3.092835834363627,-0.06134328615098257,0.46816430533078396,-0.01164779515052972
138.0,147.0,2.817516088,18.0,1.0,291.0,55.0,214.0,42.0,-13.0,0.007374172115637734,-63.0,77.0,0.8945395284549141,-2.6931964239687796,0.04004916003363426,-2.0669050629482717,-0.012925029658707938
53.0,50.0,3.9168748860000004,19.0,1.0,81.0,116.0,105.0,102.0,-14.0,-14.0,-63.0,-24.0,-0.939191218245424,-3.0741354625486363,0.06597753745534263,-3.8977002000608527,-0.014321401111534798
34.0,34.0,3.101749897,20.0,1.0,275.0,138.0,291.0,147.0,9.0,9.00301736223943,42.0,-16.0,0.7314568543510083,-2.8122182918815017,-0.07125214175743921,-1.8912107314081257,-0.015849736455481687
92.0,126.0,4.950222015,21.0,1.0,177.0,53.0,81.0,50.0,-3.0,-2.331098017130394,39.0,96.0,1.1883518938031314,-2.913126605746766,0.0031937195036146927,-3.5141571129478675,-0.01752388008620791
127.0,124.0,2.249860048,22.0,1.0,358.0,34.0,275.0,34.0,0.0,0.5031868100256907,-53.0,83.0,2.92540849251261,-2.7258950011117618,0.17584375694731216,-3.895565544939631,-0.019358733407971805
46.0,47.0,2.650599003,23.0,1.0,335.0,92.0,177.0,126.0,34.0,34.0,-46.0,158.0,1.8964458677104097,-2.6811475823823048,-0.15166252560877022,-0.7027436698250629,-0.02137028177928341
48.0,43.0,3.1835298539999997,24.0,1.0,89.0,127.0,358.0,124.0,-3.0,-3.0,67.0,91.0,2.0848133835785565,-1.7532179548855562,0.04540142247021144,-3.0501610013207774,-0.023575605036001646
103.0,99.0,5.583166361,25.0,1.0,228.0,46.0,335.0,47.0,1.0,1.0,57.0,-107.0,1.4448405166312708,-1.5889019114077887,0.2572847913226815,-0.9347671513221798,-0.025992867168319382
82.0,111.0,4.217813015,26.0,1.0,51.0,48.0,89.0,43.0,-5.0,-5.000670362391333,34.0,-38.0,-0.3174823426499326,-1.3467930437934612,0.022879929129271906,-4.6583944183070916,-0.028641280089562855
77.0,86.0,0.8670709129999999,27.0,1.0,47.0,103.0,228.0,99.0,-4.0,1.4999998873420335,-26.0,179.0,-2.480252334460897,-1.6337525373441093,-0.13840126369820413,-3.0647441537592197,-0.031541035791785674
45.0,46.0,2.266311169,28.0,1.0,99.0,82.0,51.0,111.0,29.0,28.999999999999684,-37.0,48.0,0.5174293654308675,-1.2302819531803868,-0.15866216500148037,-2.927893178628423,-0.03471320056187262
7.0,8.0,3.1832139489999998,29.0,1.0,81.0,77.0,47.0,86.0,9.0,8.995303073823475,-70.0,34.0,-2.3564529445235713,-0.8938924078685934,-0.3063501411112733,-3.308918830213419,-0.03817956436608518
132.0,120.0,5.067196846,30.0,1.0,157.0,45.0,99.0,46.0,1.0,1.0,-59.0,58.0,0.34898311182045355,-0.6564399531257974,-0.09114939350695185,0.4692782490682646,-0.04196243804293949
73.0,97.0,2.583435059,31.0,1.0,322.0,7.0,81.0,8.0,1.0,1.0,66.0,-119.0,1.7694337016605928,-0.387767909836476,0.1288288933438624,-1.9823885849969662,-0.04608439062518389
44.0,43.0,6.600227117999999,32.0,1.0,147.0,132.0,157.0,120.0,-12.0,-11.997092132497013,58.0,-10.0,-1.0805739227096813,-0.6457683814613447,0.09608457580202338,-1.9713257941559772,-0.050567919001602506
84.0,112.0,3.583440065,33.0,1.0,314.0,73.0,322.0,97.0,24.0,24.0,11.0,-8.0,-1.405678714252281,-0.5490618106069067,0.03461118997923491,-3.912905955288013,-0.055435042297035254
8.0,8.0,4.550527096000001,34.0,1.0,224.0,44.0,147.0,43.0,-1.0,-1.0,-36.0,77.0,-2.3988006734828313,-0.3716298126894382,-0.18134545492978457,-3.01651992388148,-0.060706813870184034
114.0,98.0,4.017492056,35.0,1.0,254.0,84.0,314.0,112.0,28.0,2.993298346734079,30.0,-60.0,-1.2636445529268123,-0.2636115179171076,-0.3355349345626748,-4.705694296135852,-0.06640274478423688
38.0,33.0,2.53334713,36.0,1.0,234.0,8.0,224.0,8.0,0.0,-4.84469270036692e-31,30.0,10.0,0.5339892592337849,-0.14953732728630786,0.03478915916323202,-0.3017125365414887,-0.07254013407750487
50.0,53.0,2.2177667619999997,37.0,1.0,293.0,114.0,254.0,98.0,-16.0,-15.999999999999881,-64.0,39.0,-1.5514444467096464,-0.17452956882296036,-0.183004781751246,-3.7258388618000495,-0.07913330322960506
144.0,131.0,2.749582052,38.0,1.0,111.0,38.0,234.0,33.0,-5.0,-4.998658318593125,-40.0,-123.0,-2.4235635294062643,-0.4902887354139662,-0.3718422650898856,-2.2410638284770026,-0.08619273495386552
32.0,39.0,2.717126846,39.0,1.0,133.0,50.0,293.0,53.0,3.0,2.999329637608667,-18.0,-160.0,-1.320531356877661,-0.5216229102753557,-0.1614597224602662,-4.438039300863345,-0.09372411990310836
23.0,19.0,3.1338398460000003,40.0,1.0,136.0,144.0,111.0,131.0,-13.0,-13.002236867240505,25.0,25.0,-0.23284200172956773,-0.30421621135201654,0.023007932305098247,-3.993652420536411,-0.10172731908375192
98.0,105.0,5.400254965,41.0,1.0,339.0,32.0,133.0,39.0,7.0,7.0012300669628065,66.0,-154.0,-4.400591570000166,-0.4687705628672085,-0.28929020779968334,1.7765825207861854,-0.11019525472823317
52.0,50.0,6.633313894,42.0,1.0,166.0,23.0,136.0,19.0,-4.0,-4.0013416813313825,29.0,30.0,-0.8190525548576602,-0.28957102282240965,0.07508746409449862,-1.3273448835315698,-0.11911274803013863
69.0,56.0,5.400948047999999,43.0,1.0,77.0,98.0,339.0,105.0,7.0,-0.000669349725755275,-29.0,98.0,2.8199653285750035,-0.041544413356246826,0.24791216087214893,-0.6338945970761618,-0.128455328398441
5.0,19.0,3.633436203,44.0,1.0,135.0,52.0,166.0,50.0,-2.0,-1.9997756083830174,-47.0,-31.0,-2.942625206260631,-0.13380563276972868,-0.005358532044818685,0.9863843921508185,-0.1381880455725842
17.0,29.0,1.817433834,45.0,1.0,71.0,69.0,77.0,56.0,-13.0,-13.0,-52.0,-6.0,0.8312868312841818,0.2771838241155941,-0.05781703569133702,0.3642698240446774,-0.14826432282509835
54.0,53.0,2.7655210489999997,46.0,1.0,80.0,5.0,135.0,19.0,14.0,13.999160161952677,49.0,-55.0,-0.8338249363261012,-0.10417760242292792,-0.03469419524042628,-2.2276081346044836,-0.1586248962561042
83.0,94.0,3.950220823,47.0,1.0,278.0,17.0,71.0,29.0,12.0,2.666556246244932,66.0,-153.0,1.2974482444254807,-0.28172719044646577,0.05849013145592404,-1.8185298485761594,-0.16919689147526065
49.0,51.0,3.5999789239999997,48.0,1.0,85.0,54.0,80.0,53.0,-1.0,-0.9954121204611283,-5.0,5.0,1.59261694520733,-0.28172719044646577,0.04384902881259712,-3.0448165729174077,-0.17989309432625486
67.0,64.0,3.066742182,49.0,1.0,134.0,83.0,278.0,94.0,11.0,10.991611186148221,-16.0,-144.0,-2.4116054603248593,-0.7186199802658809,-0.06641202446852738,-1.3105074843364528,-0.19061147623892474
79.0,61.0,2.2996909619999997,50.0,1.0,115.0,49.0,85.0,51.0,2.0,0.0016778753433470683,30.0,30.0,0.9104386898779555,-0.3413010153420681,-0.03739127436744179,-3.1559829759717926,-0.20123503676457583
118.0,95.0,3.000727177,51.0,1.0,16.0,67.0,134.0,64.0,-3.0,-2.999999999999962,51.0,-118.0,-2.0583679693794807,-0.9059843132630102,-0.13514116698057113,-4.585782743967831,-0.21163202532751488
39.0,32.0,2.783867359,52.0,1.0,66.0,79.0,115.0,61.0,-18.0,-21.00268306405384,-40.0,-49.0,-0.7672561022752552,-0.30765432985493935,0.09625343607672612,-2.8433427579627737,-0.2216566007091969
68.0,48.0,2.066013336,53.0,1.0,49.0,118.0,16.0,95.0,-23.0,-23.0,-50.0,33.0,-0.8764489158812471,-0.4047392285096182,-0.21806110684360916,-1.835933171538515,-0.23114997984421382
105.0,102.0,6.283122777999999,54.0,1.0,278.0,39.0,66.0,32.0,-7.0,-3.000504094109743,66.0,-148.0,0.522231087278826,-0.3494187680641436,0.024208279666433182,-4.889702757507683,-0.23994211684421268
63.0,62.0,2.633906841,55.0,1.0,346.0,68.0,49.0,48.0,-20.0,-20.0,-5.0,-63.0,2.2227796410972673,-1.5680848628676218,0.017258332109832422,-1.090615500946875,-0.2478539386398787
66.0,40.0,1.7334778309999999,56.0,1.0,283.0,105.0,278.0,102.0,-3.0,-3.0015101444825274,-39.0,5.0,2.8486394767105954,-2.013809650113288,0.1365543754600194,-1.6031256402935674,-0.2547001453189992
87.0,96.0,2.783593893,57.0,1.0,160.0,63.0,346.0,62.0,-1.0,-0.9999999999999619,24.0,174.0,-3.127907333864732,-1.4659261672307393,-0.28749100754590867,-0.6116224894547316,-0.26029256146821295
24.0,25.0,1.9331288340000001,58.0,1.0,64.0,66.0,283.0,40.0,-26.0,-25.99899063016134,-42.0,141.0,0.3931148128900195,-1.1533335831623555,-0.009436399426750345,-0.7600764830711649,-0.2644440002021071
57.0,40.0,3.951108217,59.0,1.0,211.0,87.0,160.0,96.0,9.0,8.998318863309255,-30.0,51.0,0.4257736471177046,-1.5749768032821612,0.014301271257407395,-0.5394706876623802,-0.2669725749763868
75.0,119.0,1.8505091669999998,60.0,1.0,346.0,24.0,64.0,25.0,1.0,-2.999495680848314,51.0,-78.0,-3.5845664016837055,-1.4944245101021887,-0.11490410605261976,-3.5555842693578317,-0.26770636689620764
2.0,13.0,4.350386858,61.0,1.0,284.0,57.0,211.0,40.0,-17.0,-16.999999999999837,-55.0,73.0,-2.205853683159852,-1.4944245101021887,-0.15901618723972183,-1.02268348484962,-0.2664883284484448
97.0,103.0,3.5167508130000003,63.0,1.0,85.0,2.0,284.0,13.0,11.0,10.999999999999968,-51.0,161.0,1.3336271346525626,-1.208736538606905,0.07481762320316775,-0.8894675851013126,-0.26318127998639357
21.0,20.0,3.1667108539999997,64.0,1.0,89.0,131.0,329.0,141.0,10.0,18.668230858289213,36.0,120.0,2.226363881566357,-1.3873549398964224,0.1276909452524603,-2.934376165647069,-0.25767283454725454
90.0,91.0,3.183196068,65.0,1.0,5.0,97.0,85.0,103.0,6.0,5.99765164940927,-7.0,-80.0,0.2796422293154505,-1.3760451629770862,0.018002909896524602,-0.03887920414787821,-0.24988007134241835
85.0,90.0,1.849318981,66.0,1.0,321.0,21.0,89.0,20.0,-1.0,-1.0,64.0,-128.0,-1.7413073352879027,-1.4645681155677848,-0.06541982601884107,0.987512482423537,-0.23975377004874104
30.0,21.0,2.683407068,67.0,1.0,255.0,90.0,5.0,91.0,1.0,0.9969797116769075,-60.0,-110.0,-2.044271615649898,-1.6033971635540747,-0.1527825048377392,-3.432731690316819,-0.22728201810500348
