stimulusID,morphID,RT,trialNumber,blockNumber,stimLocationDeg,shifted_stimulusID,shifted_stimLocationDeg,shifted_morphID,Error,responseError,Stim_diff,DoVM_values,bootstrap_values,Running_Mean
22.0,25.0,4.682354212,1.0,1.0,7.0,125.0,139.0,121.0,-4.0,-0.9449668358545367,45.0,0.1594675291795937,-5.092317101663799,2.628772184983853
121.0,121.0,5.966436862999999,2.0,1.0,166.0,34.0,341.0,35.0,1.0,-0.08898531548960165,-61.0,-0.03254175837214744,0.6851333976788541,2.3336781806541333
125.0,121.0,5.882800102000001,3.0,1.0,139.0,126.0,1.0,124.0,-2.0,1.0406032209218026,-1.0,-0.09608671682930829,0.9075705963995192,2.345216523126732
34.0,35.0,3.8491971489999997,4.0,1.0,341.0,12.0,215.0,15.0,3.0,4.408581261102723,22.0,0.8302806221392305,2.520375013800287,2.5403827114201905
126.0,124.0,3.600985765,5.0,1.0,1.0,85.0,172.0,80.0,-5.0,-8.792784418481844,41.0,0.22977588501939886,0.8015198951750757,1.3139958476323461
12.0,15.0,6.115528107,6.0,1.0,215.0,91.0,19.0,90.0,-1.0,-5.369626470089891,69.0,0.011148903890801577,-5.381233485490564,1.3386323492114447
91.0,90.0,3.832882881,8.0,1.0,19.0,6.0,220.0,142.0,-12.0,-8.998834182505757,-63.0,-0.025974632693851484,1.4247133653434148,1.2811371660116664
8.0,110.0,3.3192849160000004,9.0,1.0,159.0,78.0,180.0,87.0,9.0,6.31466042678543,-70.0,-0.009144193128717318,-3.6459763475273608,1.1884907357079477
6.0,142.0,2.832522869,10.0,1.0,220.0,24.0,155.0,31.0,7.0,6.8717791101629455,-18.0,-0.9150653995075115,-2.7967369023452733,1.3977232700168718
78.0,87.0,2.850022793,11.0,1.0,180.0,142.0,328.0,5.0,11.0,10.875684491099584,-64.0,-0.023060735877789642,-3.429554976503467,1.3977232700168718
24.0,31.0,4.3822331430000006,12.0,1.0,155.0,113.0,333.0,118.0,5.0,5.266977179457818,59.0,0.04030529834177902,-3.44535009893511,0.7950161834142244
142.0,5.0,5.564162016,13.0,1.0,328.0,84.0,148.0,90.0,6.0,2.350126479819913,58.0,0.04472496036701339,-4.663535350966921,0.7950161834142244
113.0,118.0,1.8491067890000001,14.0,1.0,333.0,18.0,30.0,20.0,2.0,2.5439626823702053,-53.0,-0.07394838006936993,-4.088015649956522,1.587129673479988
84.0,90.0,2.8332028389999997,15.0,1.0,148.0,145.0,26.0,145.0,0.0,1.3258441327898183,-61.0,-0.03254175837214744,0.8852863693018086,1.6433151866659677
18.0,20.0,1.200157881,16.0,1.0,30.0,144.0,208.0,145.0,1.0,1.6162701345459212,22.0,0.8302806221392305,-3.423121307110033,0.3260839324050217
145.0,145.0,3.7195019719999998,17.0,1.0,26.0,80.0,290.0,89.0,9.0,5.985155586734791,65.0,0.02035600215284192,0.5699682521938028,0.19564427227136913
144.0,145.0,2.366816044,18.0,1.0,208.0,38.0,241.0,36.0,-2.0,-3.331548981823655,-42.0,-0.2100660436410471,-2.3335424750201517,0.04185890320527617
80.0,89.0,2.73311305,19.0,1.0,290.0,110.0,57.0,110.0,0.0,-0.8446378356485909,-30.0,-0.5488956223383346,0.34797089039025475,0.3475418044578874
38.0,36.0,1.799647808,20.0,1.0,241.0,48.0,58.0,48.0,0.0,-1.4057224196844231,-10.0,-0.7864724120762266,-1.9867278340670016,0.03978486415347022
110.0,110.0,2.266977072,21.0,1.0,57.0,123.0,151.0,106.0,-17.0,-14.057618676574272,-13.0,-0.8916348834041986,0.7222804467665334,0.3938313570225066
48.0,48.0,5.850177765,22.0,1.0,58.0,87.0,207.0,97.0,10.0,5.953947300963357,-39.0,-0.2738279094210537,1.8612136997905735,-0.44173785682595884
123.0,106.0,2.219652891,23.0,1.0,151.0,81.0,65.0,111.0,30.0,26.82069249211466,42.0,0.2100660436410471,0.3573140361353057,-0.4698234001752848
87.0,97.0,2.700109005,24.0,1.0,207.0,138.0,123.0,129.0,-9.0,-8.856215653878145,-51.0,-0.08994408404659175,0.7942092405117562,-0.2802216369365883
