stimulusID,morphID,RT,trialNumber,blockNumber,stimLocationDeg,shifted_stimulusID,shifted_stimLocationDeg,shifted_morphID,Error,responseError,Stim_diff,DoVM_values,bootstrap_values,Running_Mean
62.0,66.0,1.4999279980000002,1.0,1.0,299.0,65.0,312.0,67.0,2.0,3.5522611658551853,-3.0,-0.3246832358159014,2.641099242598362,-0.45622763815765177
65.0,67.0,5.3169360160000005,2.0,1.0,312.0,105.0,135.0,84.0,-21.0,-20.448500573895757,-40.0,-0.2873927579044295,2.374771241077858,-0.8209749429719477
105.0,84.0,4.5667998789999995,3.0,1.0,135.0,86.0,42.0,122.0,36.0,25.998767242789626,19.0,1.0312387487784749,-2.401240532587938,-1.351661894084844
86.0,122.0,4.5169000630000005,4.0,1.0,42.0,58.0,227.0,39.0,-19.0,-15.95388120631199,28.0,0.7127085325087068,0.9244101706310989,-1.0540407313442293
58.0,39.0,2.566730976,5.0,1.0,227.0,45.0,250.0,43.0,-2.0,-0.6539723194452733,13.0,1.020859797121518,-3.456247734993004,-0.7687137507559425
45.0,43.0,2.98395896,6.0,1.0,250.0,36.0,332.0,45.0,9.0,10.89586318304714,9.0,0.8418643508458933,-0.8129923092437348,-2.5212123244978937
36.0,45.0,1.166131973,7.0,1.0,332.0,17.0,180.0,8.0,-9.0,0.1929426995895014,19.0,1.0312387487784749,2.0745718722235003,-2.169947586928414
17.0,8.0,2.3671741490000002,8.0,1.0,180.0,100.0,212.0,115.0,15.0,10.909533372207392,65.0,0.023306203710378778,5.566453670946009,0.15010789768525318
100.0,115.0,8.151458979,9.0,1.0,212.0,78.0,84.0,93.0,15.0,8.559872150266273,22.0,0.9506134441875741,2.396449319321279,-0.8498087114821076
78.0,93.0,2.617252111,10.0,1.0,84.0,31.0,31.0,20.0,-11.0,-7.193552631026989,47.0,0.15126151113861913,4.9693738650232175,-0.8498087114821076
31.0,20.0,2.700441122,11.0,1.0,31.0,59.0,97.0,44.0,-15.0,-12.00867934895254,-28.0,-0.7127085325087068,0.5486840190301019,-1.420675994645282
59.0,44.0,1.150131941,12.0,1.0,97.0,146.0,47.0,147.0,1.0,-3.402218804927344,61.0,0.03725804526943438,-0.35719580715998356,-1.5389079052208054
55.0,113.0,3.1666140560000002,14.0,1.0,109.0,141.0,355.0,147.0,6.0,6.45322476403922,62.0,0.03334618753097486,2.121829112285333,-0.28290465125261033
141.0,147.0,3.383265018,15.0,1.0,355.0,43.0,180.0,45.0,2.0,3.1673804926024616,-50.0,-0.11347230853007093,2.8453652119856794,-0.43656205292457395
43.0,45.0,3.317373037,16.0,1.0,180.0,37.0,196.0,147.0,-38.0,-36.35412670653133,6.0,0.6146282393358122,0.957394862125044,-0.44926703667980256
37.0,147.0,2.817061186,17.0,1.0,196.0,97.0,22.0,102.0,5.0,-1.5893702758590678,-60.0,-0.04151157325361182,-2.2104476116134877,-1.221439578768374
97.0,102.0,1.383744001,18.0,1.0,22.0,109.0,332.0,97.0,-12.0,-8.19363565368971,-12.0,-0.9899860782124701,3.0388639730314058,-1.2561410096223364
109.0,97.0,4.333076,19.0,1.0,332.0,94.0,263.0,114.0,20.0,11.460348010216393,15.0,1.0557854163910763,0.7172316093865133,-1.0237007899949897
94.0,114.0,4.633505106,20.0,1.0,263.0,25.0,99.0,12.0,-13.0,-6.165856121359809,69.0,0.012764717908528886,-3.872706109020758,-1.214556701710137
25.0,12.0,2.899363995,21.0,1.0,99.0,83.0,143.0,109.0,26.0,16.869272029944142,-58.0,-0.05120696241953186,3.041220462965937,-1.214556701710137
83.0,109.0,3.783168077,22.0,1.0,143.0,19.0,344.0,11.0,-8.0,0.9828913499891314,64.0,0.026402935313306886,1.691808079305955,-0.403486516977437
19.0,11.0,1.0832240579999999,23.0,1.0,344.0,6.0,353.0,140.0,-14.0,-8.039325629582684,13.0,1.020859797121518,3.109693586883313,-1.179106156121606
6.0,140.0,6.66676116,24.0,1.0,353.0,79.0,207.0,99.0,20.0,12.931325275121964,-73.0,-0.004061827905715995,-3.2176417490708524,-0.9442907767417571
140.0,47.0,2.683504105,26.0,1.0,297.0,108.0,328.0,112.0,4.0,7.08177216327644,32.0,0.547479599142798,3.4640543578723024,-0.6954039702134097
108.0,112.0,4.083645821,27.0,1.0,328.0,38.0,137.0,52.0,14.0,15.445486615752685,70.0,0.010469463808499196,0.8226737313629878,-0.3015296240335126
38.0,52.0,3.066201925,28.0,1.0,137.0,110.0,350.0,109.0,-1.0,3.4518923644568247,-72.0,-0.006137338890472976,-0.9177139979715643,-0.43755054565266993
110.0,109.0,5.799787997999999,29.0,1.0,350.0,64.0,6.0,58.0,-6.0,-4.071819730956378,46.0,0.16624866980079525,0.31783709250481085,-0.4094573815012944
64.0,58.0,3.7666532989999997,30.0,1.0,6.0,87.0,148.0,104.0,17.0,6.868617847990009,-23.0,-0.9157803613371863,-1.3619567319812453,-0.06056527012279744
87.0,104.0,4.18407774,31.0,1.0,148.0,14.0,41.0,145.0,-17.0,-8.085392755751542,73.0,0.004061827905715995,-2.6843181823501934,0.2701048857324261
77.0,132.0,4.516708851000001,33.0,1.0,134.0,130.0,203.0,2.0,20.0,18.177061306540708,-53.0,-0.08466574119071149,1.1526051649255622,-0.9733640395921497
