stimulusID,morphID,RT,trialNumber,blockNumber,shifted_stimulusID,shifted_morphID,Error,responseError,Stim_diff,bootstrap_values,Running_Mean,slopes,intercepts,DoVM
69.0,87.0,8.49725,18.0,1.0,8.0,131.0,-23.0,-23.0,61.0,-2.076687335033196,-2.38911469763689,-0.18123704542483518,-2.7582174329761466,3.5967713071661824e-17
129.0,140.0,9.639875,19.0,1.0,89.0,93.0,4.0,3.998992796434631,40.0,-2.908894295662054,-2.842758992446183,-0.2577731056978168,-2.2160128702540063,0.012653133243882309
24.0,31.0,3.90745,21.0,1.0,122.0,107.0,-15.0,-15.0,48.0,-2.7954901870116506,-2.943573332087559,-0.23039183273150116,-3.9197406318367363,0.025388330740270918
17.0,26.0,15.860404999999998,22.0,1.0,64.0,31.0,-33.0,-18.375211721396177,-47.0,-3.7658216106999247,-3.2466709883041394,-0.3475946523223159,-1.9522850170624488,0.03828818716952382
136.0,122.0,10.50849,25.0,1.0,129.0,140.0,11.0,11.000000000000359,7.0,-2.7661892081798296,-3.464271708519833,-0.2498202546461233,-4.467655757074076,0.05143635601171914
20.0,127.0,5.66171,26.0,1.0,17.0,126.0,-37.0,-36.99060637358619,3.0,-3.146870695992817,-3.6720181209816007,-0.02710685647134517,-3.467658509683909,0.0649180736169948
73.0,72.0,11.507935,27.0,1.0,24.0,31.0,7.0,6.990549674035204,49.0,-4.480802235069078,-4.291334036577632,-0.43832232576624225,-3.4472950296133775,0.07882067634758352
65.0,82.0,13.49347,28.0,1.0,17.0,26.0,9.0,9.009393626413814,48.0,-2.3051274082582136,-4.538986030491703,-0.31816814523707215,-1.9298898135078444,0.09323410758782813
107.0,80.0,11.77853,29.0,1.0,91.0,90.0,-1.0,-1.0010072035653501,16.0,-3.040252119715592,-4.592042556063474,-0.22107563540176753,-2.2875703395925444,0.10825141064016285
115.0,114.0,5.96085,31.0,1.0,136.0,122.0,-14.0,-7.664654960322757,-21.0,-2.5165511283774378,-4.615612104549032,-0.1403970375199198,-4.132043197864515,0.12396920253865153
123.0,119.0,10.938360000000001,32.0,1.0,20.0,127.0,-39.0,-38.99999999999997,-43.0,-1.1291650070827601,-4.686575676631159,-0.14437225077563637,-2.094953435733594,0.1404881226100741
122.0,119.0,10.96283,33.0,1.0,73.0,72.0,-1.0,-1.0,49.0,-0.9148879682751522,-4.499467491812803,-0.14427022624852706,-3.8463361805806584,0.1579132481892153
70.0,69.0,2.1204400000000003,34.0,1.0,65.0,82.0,17.0,17.004906069908458,5.0,-2.0978556130772876,-4.548551642344448,-0.25283007794945583,-1.992575331953636,0.17635446824515547
131.0,132.0,8.613395,35.0,1.0,107.0,80.0,-27.0,-10.490162859476868,24.0,-3.187209039920057,-4.892837893291994,-0.40169331251815066,-3.3011780223232114,0.19592680379745087
101.0,80.0,7.170064999999999,36.0,1.0,140.0,125.0,-15.0,-15.000296525904913,-39.0,-1.4492145822919775,-4.635775321467197,-0.222126391827783,-3.742056854616087,0.21675066189854494
91.0,90.0,2.462335,37.0,1.0,115.0,114.0,-1.0,-0.9999999999998628,-24.0,0.5158740192928989,-4.757339865280788,-0.22252855713549505,-1.694764221367128,0.23895200764209312
119.0,120.0,7.459865,38.0,1.0,123.0,119.0,-4.0,-4.0,-4.0,-1.427913947743521,-4.530183681352475,-0.1630890854386591,-6.610076903071331,0.26266243614602364
139.0,136.0,8.474015,41.0,1.0,131.0,132.0,1.0,5.333387324065509,8.0,-5.422901561099834,-4.349497253160858,-0.546942484665769,-1.950546680562003,0.2880191237862748
144.0,130.0,8.61099,42.0,1.0,101.0,80.0,-21.0,-20.99630833643151,43.0,-1.4907751766339603,-4.836309626658494,-0.10094900850580282,-3.1406880498311955,0.3151646351694016
27.0,32.0,9.699715,44.0,1.0,119.0,120.0,1.0,1.0000000000001372,54.0,-1.629188120128851,-5.060143851421281,-0.2604042769910739,-4.729852554672432,0.344246559495324
113.0,114.0,3.811465,45.0,1.0,10.0,116.0,-40.0,-40.0,-43.0,-3.0813763834968384,-4.621292557273955,-0.1843951623873516,-4.672080778993751,0.3754169471624682
2.0,127.0,1.6840849999999998,46.0,1.0,10.0,15.0,5.0,5.0,-8.0,-0.9771498062822134,-3.832980339196391,-0.11512828124975066,-3.6353509784300084,0.40883151481865265
48.0,73.0,3.3906400000000003,47.0,1.0,139.0,136.0,-3.0,-3.883931264616421,55.0,-1.6817836738220115,-3.816768615209622,-0.09747468921861684,-1.574152672719535,0.44464858470211593
73.0,76.0,3.865725,48.0,1.0,144.0,130.0,-14.0,-14.0,-71.0,-2.35928075238612,-4.0055630592895985,-0.26659505582754434,-3.071134511126893,0.4830277222185614
52.0,61.0,2.794665,49.0,1.0,96.0,109.0,13.0,13.0,-44.0,-2.863430399807089,-3.4600447394623086,-0.2547032530675844,-2.539644775838365,0.5241280344642195
125.0,93.0,1.22784,50.0,1.0,27.0,32.0,5.0,5.002853083309457,-48.0,-3.5186765375738425,-2.757347833893379,-0.3689714470073115,-2.3391760087811773,0.5681060920666089
50.0,47.0,6.182475,51.0,1.0,113.0,114.0,1.0,1.0,-63.0,-5.462627578621615,-2.622227874261227,-0.3403944371331735,-3.912885668570893,0.6151134375396076
108.0,57.0,9.91365,52.0,1.0,2.0,127.0,-21.0,-20.99608120687528,-40.0,-3.657825058435143,-2.5355081199999594,-0.2989427855360896,-5.910535665521546,0.6652936456311696
6.0,123.0,9.610330000000001,53.0,1.0,48.0,73.0,25.0,24.998909361933578,-42.0,-3.3115797645528717,-2.4579576818092423,-0.275862415431353,-3.2224740116057373,0.7187789051949637
12.0,136.0,8.902144999999999,54.0,1.0,73.0,76.0,3.0,3.0,-61.0,-3.175479059572735,-2.6687491469430533,-0.2664033425913032,-1.8276028178165704,0.7756860982677659
53.0,39.0,4.688035,55.0,1.0,52.0,61.0,9.0,9.000409984758265,1.0,-1.3696990534498081,-2.8665906129138716,-0.2609047962611071,-3.5543344989816132,0.8361123606068317
36.0,61.0,4.0149349999999995,56.0,1.0,125.0,93.0,-32.0,-31.999999999999694,57.0,-4.09958957344971,-3.24369583198313,-0.4560628660299475,-2.0377743810749758,0.9001301192408949
147.0,144.0,19.84365,57.0,1.0,50.0,47.0,-3.0,-1.3333333145849975,-49.0,-1.7673003068944502,-2.864811668251545,-0.2224282217222374,-3.733710659883632,0.9677816168784222
73.0,35.0,3.82945,58.0,1.0,108.0,57.0,-51.0,-50.9944615666466,-35.0,-3.944406091269625,-2.663823545548688,-0.4364157370754288,-0.28641990562806313,1.0390729504934169
139.0,129.0,11.485925,61.0,1.0,53.0,39.0,-14.0,-13.999999999999984,-60.0,-3.957900871750524,-2.7271274909117063,-0.4182575078244816,-4.723671605068214,1.113967672170377
15.0,123.0,7.126964999999999,64.0,1.0,73.0,35.0,-38.0,-38.0,-58.0,-2.430939076409829,-2.4248716568301227,-0.20483909907453754,-4.043929199310988,1.1923800243027582
133.0,111.0,4.915765,68.0,1.0,2.0,147.0,-1.0,-0.9960812068752825,-15.0,-3.715077673679971,-1.8614541299787561,-0.4690393161124281,0.04058329947929474,1.27416790830355
78.0,91.0,1.546035,70.0,1.0,15.0,123.0,-38.0,-38.0,63.0,-5.042652225655482,-1.984094654114582,-0.46652088893742333,-1.97527394355184,1.3591257157006549
