,0,1,2,SLOPE,INTERCEPT
0,2.7324723611273543,1.457484014127312,-0.6087602525713924,-1.6706163068493736,2.864348347743799
1,2.414184231892816,2.9587778123100263,0.9176901177517545,-0.7482470570705314,2.845131111055398
2,2.208277090284331,3.4691842775719826,1.5017938735819498,-0.35324160835119084,2.7463266888306124
3,2.2321188200224196,4.171728981178733,0.9180791405985487,-0.6570198397119359,3.09766215364517
4,2.1240690301995717,2.309145082703926,1.1787097366505426,-0.4726796467745145,2.3433209299591944
5,2.873590212933265,2.250897234859936,0.47357753993542884,-1.2000063364989182,3.0660279990751285
6,2.083878464054843,1.5316333807593272,1.447799246231606,-0.3180396089116185,2.005809972593544
7,2.2308163934260774,2.7598600985171786,0.7724805925368304,-0.7291679004446238,2.650220261937986
8,3.738395964935099,1.8989940542803199,1.0218949086674698,-1.3582505281338149,3.5780121707614456
9,3.146569711811874,3.1324960285542858,0.20579882004321978,-1.4703854458843273,3.6320069660207874
10,3.540517285043781,2.1475523788403033,1.1222999660283934,-1.2091086595076943,3.4792318694785203
11,1.82053007737378,1.8744431233417806,1.0686331846637929,-0.3759484463549938,1.9638172414814452
12,2.4261916631085323,2.217258260674839,1.0904004507400538,-0.6678956061842393,2.5791790643587147
13,2.862130662135384,1.288782011540568,0.3404037512436785,-1.2608634554458524,2.7579689304190627
14,2.6662431383350453,1.6871167815247272,1.14580266318351,-0.7602202375757675,2.593274431923529
15,2.661772306519894,3.1539025656927557,0.5279717025074224,-1.066900302006236,3.18144916024626
16,2.3322841708834106,2.430897083969215,0.39220185129702384,-0.9700411597931935,2.6885021951764103
17,3.1357950145705895,2.651909174470644,0.7837399983295249,-1.1760275081205327,3.366508903910786
18,1.7810042808421545,2.2405305912062055,1.3444084230458127,-0.218297928898171,2.006945693929562
19,2.0906320622784857,3.1289001443578908,1.3687806033156404,-0.3609257294814232,2.55702999946543
20,2.5268740247624093,3.1616193120007994,1.0924356665237214,-0.7172191791193442,2.9775288468816545
21,3.412599503245366,2.8258801525446873,0.7565407417109671,-1.3280293807671997,3.6597028466008736
22,2.480967215138799,3.0401446187060754,1.4758984190238542,-0.5025343980574729,2.8348711490137157
23,3.3046678439509782,3.1600994927721384,1.8815990456427556,-0.7115343991541115,3.4936565266094024
24,3.1355727385797145,2.6945573599883907,0.6737468821409708,-1.230912928219372,3.398871921789065
25,3.4015620181988155,1.3908984076876933,1.263415630839702,-1.0690731936795568,3.0876985459216275
26,2.508599887333512,2.8084562379554363,0.14331976532791266,-1.1826400610027998,3.0027653578750875
27,2.4375689784919583,2.840017451987836,0.9752878009026124,-0.7311405887946734,2.815431999255476
28,2.1490339970297967,2.323032344896181,0.2040330407809167,-0.9725004781244401,2.531200272360072
29,2.180251806506692,2.4421602065902372,1.0068202617490112,-0.5867157723788404,2.463126530660821
30,1.5927831634965,3.880418904147115,0.9339817378534133,-0.32940071282154343,2.4651286479872203
31,3.1123819855687795,2.4628156300109674,1.6436782499803324,-0.7343518677942238,3.1406438229809175
32,3.1621497767805034,1.202505437515563,0.8069613050015257,-1.177594235889489,2.901466408988687
33,2.83201469392723,2.417405542101257,0.9154470920520934,-0.9582838009375683,3.013239576964429
34,1.3268412234808746,2.4892090955395,1.4773635793543456,0.07526117793673522,1.6892101215215054
35,2.572038286680845,2.218326469308795,1.2999456176393032,-0.6360463345207716,2.6661497923970865
36,2.30851009601075,3.079864798961337,0.23777037234527593,-1.0353698618327376,2.9107516176051926
37,1.9870418955576659,2.9916950788489904,1.6664078356558436,-0.1603170299509115,2.375365299971745
38,1.7275185629704486,1.5658299531156357,0.7288021907109401,-0.4993581861297546,1.8400750883954298
39,2.567774374549676,2.562651381077736,0.7412289085420013,-0.9132727330038377,2.870490954393643
40,3.389078548850986,3.2176322705654394,0.7877139586714956,-1.3006822950897448,3.765490554452386
41,1.9262170845420745,1.998207982596021,-0.051630317428925654,-0.9889237009855002,2.2798552842218904
42,3.2339963631318565,2.669144781421173,1.3402247015299429,-0.9468858308009567,3.361341112828615
43,2.60361283555626,2.4913577838986463,0.8464053916804233,-0.8786037219379187,2.8590623923163627
44,2.1051008690087087,2.6500333103270575,1.3959133445450123,-0.3545937622318482,2.4049429368587747
45,3.030115626214695,3.410630439148375,0.8002439936791418,-1.1149358162677774,3.5285991692818492
46,2.7605271497836745,1.643131867425751,0.30354963178298733,-1.2284887590003442,2.797558308664483
47,2.2025016477775474,2.5406147221319735,2.87798906340977,0.337743707816111,2.2026247699569863
48,1.9650297713897895,2.2210484578784127,1.3409870067695215,-0.31202138231013415,2.1543764609893756
49,3.0880993553820204,2.4124232416902784,0.33823934017081564,-1.3749300076056026,3.3211839866866413
50,2.2186747205673907,3.060874326755583,0.9735859978253883,-0.6225443613710016,2.7069227097537896
51,2.0192057208679484,3.2920935806499583,0.5731484471709426,-0.7230286368485034,2.6845112197447873
52,3.1731899429101893,1.8919762514540817,0.188667756749988,-1.4922610930801012,3.243539076784855
53,2.7100027206966812,1.9546737253533844,0.11111051966080261,-1.2994461005179394,2.8913750890882297
54,2.6346096760660935,2.3116895629547454,2.0792285374892643,-0.2776905692884147,2.6195331614584494
55,2.7038307514295834,1.1604622225536678,1.3763015689102909,-0.6637645912596468,2.410629438890828
56,2.247905738915277,3.4697318424816856,1.418540423769058,-0.41468265757310974,2.793408659295117
57,2.4041614789538723,1.9148445441626738,-0.4545098577383057,-1.4293356683460892,2.717501056805503
58,2.8756545904503934,1.8243192137579183,0.45275648074384295,-1.2114490548532755,2.9290258165039944
59,3.8558267157221557,3.4234822062362293,-0.43774460564857604,-2.1467856606853664,4.427307099455303
60,2.6195994131019202,2.8543567773831757,0.6704339437980267,-0.9745827346519469,3.022712779412988
61,1.8277206672674433,1.6518382530978688,0.211672278571173,-0.8080241943481352,2.038434593993631
62,3.3507808442577365,1.8872287294083763,-0.5553196275959242,-1.9530502359268305,3.5139468846168938
63,2.8138092155980674,1.8676997289194974,0.3403685951934711,-1.2367203102022986,2.910679490105978
64,2.1415528664471464,2.5931274032526295,-0.5647556044911762,-1.3531542354691615,2.7431291238720283
65,3.1968447623267617,2.45291759893518,1.065590196420302,-1.06562728295323,3.3040781355139788
66,1.4728734836010748,2.488557988103889,0.828687677841922,-0.32209290287957654,1.9187992860618712
67,2.4891036732594665,1.9632335074068368,0.2878911994699784,-1.1006062368947438,2.6806823636068384
68,2.767422266716021,1.3059675982281864,-0.26887094725121075,-1.5181466069836163,2.786319579547949
69,2.798909701105113,2.2192699551438206,0.575264309444814,-1.1118226958301503,2.976304017728067
70,2.6813475378726723,1.6286481312299177,0.2192677937928515,-1.2310398720399107,2.7407943596717246
71,1.9792079296388085,1.6329943089288628,0.34124242031224983,-0.8189827546632795,2.136797640956587
72,2.7938991045185833,1.3976685275547116,1.1997066427505458,-0.7970962308840188,2.594187655825299
73,2.7662145457953824,2.2685622734441058,-0.7846728898604289,-1.7754437178279057,3.192145027620926
74,2.6174900150086473,1.6333647741468682,1.3885870441450339,-0.6144514854318068,2.4942654298653233
