,S1,S3,S4,S6,S7,S8,s9,s10,s11,s12,s13,s14,s15,MEAN,SEM_LOW,SEM_UP
0,0.38452660261903204,-0.6036832547905504,1.5315188509827367,1.4938771596678597,-0.12722949141468448,2.5585874919950355,0.3867709436562276,0.9531112101266803,-0.42167699037795897,-2.1051346215158007,-2.2018454982533284,-1.3292025970796064,-1.0990947001073714,-0.04457499188397918,0.35667760337082366,-0.445827587138782
1,0.9706452288705185,-1.240972589737392,0.9957931171273504,1.4938771596678597,0.7830381647384528,2.606615673664593,0.9560747800991,0.45323997331987076,-0.14048029204179321,-3.1748668135000813,-2.2830049962028887,-1.2116637223621878,-0.9558403042825924,-0.05750343235686078,0.3945781961339448,-0.5095850608476663
2,1.0018834704184119,-1.7947086220872324,0.6199071373243072,1.3300833690816924,0.8409270144669563,2.3986880187525577,1.1278567837045361,1.1229609964726859,-0.14048029204179321,-3.1775195444256683,-2.2830049962028887,-1.3736188194632264,-1.29985315190591,-0.12514451045427474,0.3422092638856924,-0.5924982847942419
3,0.8098328631592674,-2.9638205398717052,0.39048247294624366,1.0990903969962862,0.499230023284457,2.4330608731264682,0.7496732497373413,0.010611111964580313,0.23190327307719372,-3.2389878963509204,-2.4568283221602076,-1.0509145054610702,-1.1826754227966756,-0.35918018633451865,0.11406901906608563,-0.8324293917351229
4,1.1401548098675338,-2.5388968280599196,-0.08176837540028675,1.4168950415346346,0.3805820278666552,1.9621512205794902,0.7496732497373413,-0.07050418679128118,0.52705838031886,-2.7175476306121698,-2.47523802514802,-1.632694381291402,-1.3795377277635563,-0.36305172501247085,0.08248941560745304,-0.8085928656323947
5,-0.37294108630146006,-2.011040926259806,-0.3986601199844692,1.5273940796849157,1.3572945388200335,1.4466785544125254,0.45597972246046486,0.08758090946770757,-0.10434320741006106,-2.7175476306121698,-2.4141063971835703,-2.2834461257760985,-1.3371112536968737,-0.5203283801829893,-0.10022336894077583,-0.9404333914252028
6,-0.6057861277010193,-1.2719931436204355,-0.0012150697205173294,1.5155902987456977,1.2668962613196,1.600647404770977,0.35026103966041294,-0.09646760938751726,-0.05110032565240684,-2.8091155577812454,-1.7755945297358833,-2.6765549024488524,-1.408796998396815,-0.45870994307292345,-0.05014157140303743,-0.8672783147428095
7,-0.27669915045986804,-0.9239904375716111,0.1608369025947482,1.4705299203711513,0.9209278906630594,1.1646184351449398,0.022996687445768604,-0.7556271907045982,0.8021866107233677,-2.955389991169261,-2.141669711402988,-2.7618346660291855,-1.2847864795330854,-0.5044539369175047,-0.09754703373180429,-0.9113608401032052
8,0.3593806551599422,-1.8509125161725992,-0.4477308950727421,1.4826630006829684,0.4009647464938697,0.9616415208977129,-0.14391300641916116,-1.3411397186284824,0.9127942010633673,-2.6349959237929417,-2.133863120249362,-2.910750024022844,-1.8688636992697516,-0.7088249830253864,-0.2957227680081499,-1.121927198042623
9,-0.1917952994518168,-2.4564478254922353,-0.4392633820679706,1.8045792928649913,-0.26683159689898905,0.9572052608238978,0.18317918919224913,-0.7654857924403288,0.9351670520841927,-3.795296598284204,-3.3646202835543635,-2.910750024022844,-2.120835989101539,-0.956245845872997,-0.45746554490676533,-1.4550261468392287
10,-0.9118259264763893,-1.7834879016120435,-0.4511127135746859,1.8489910675387518,-0.2911361949299628,1.4668769735740839,0.14703755980002875,-0.9584845014853443,0.9593985036628573,-5.092106946268462,-2.6199268231863835,-2.9959205549339103,-2.7653338711854296,-1.034387025313607,-0.484104352956252,-1.5846696976709618
11,-0.25573709776732784,-1.2713300360058328,-0.4511127135746859,2.101501958897174,0.08318091798345884,1.5821474487546408,0.19537492297434267,-1.0672321712506174,0.4697315621471067,-4.855796630717285,-3.3793481884363366,-2.9959205549339103,-2.4753777601242155,-0.9476860263118069,-0.38932427669090053,-1.5060477759327133
12,-0.5950551149428053,-0.7751974141819222,-0.6088714391468828,2.528600220511793,0.3117534777480659,1.5317531186216977,0.4478613483496412,-1.076302806131386,0.8004881703261255,-4.404248477691456,-2.773306778770016,-2.8812867139775475,-2.6428497200921535,-0.7797432407212959,-0.23299339790883056,-1.3264930835337612
13,-0.6125576708065193,-0.3912456700862918,-0.24579269388573696,2.150960394702566,-0.41337197373452667,1.3190813711072,0.6584823016710715,-0.5078764749718276,0.40092216182279544,-4.613763452462959,-3.515579395630947,-2.6243397853251222,-2.995440640084855,-0.8761939636680887,-0.3243665668117237,-1.4280213605244536
14,-0.7170125150216108,0.28747388115336014,-0.15573271797589688,2.3796111347702946,0.045353245617789285,1.4858925218186967,0.3077183694478741,-0.7919585800440635,0.2797439934928203,-4.464408110887294,-4.547385059705309,-3.1654135710035836,-3.0703966282614306,-0.9328087720460272,-0.3228553284241925,-1.542762215667862
