stimulusID,morphID,RT,trialNumber,blockNumber,stimLocationDeg,shifted_stimulusID,shifted_stimLocationDeg,shifted_morphID,Error,responseError,Stim_diff,Stim_Loc_diff,bootstrap_values,Running_Mean,slopes,intercepts,DoVM
98.0,10.0,7.650500059,1.0,1.0,281.0,124.0,102.0,141.0,17.0,17.0,-26.0,179.0,-0.1809625255907561,2.1426711985988605,0.13512116393183468,0.8529903735580944,9.44304458488877e-20
124.0,141.0,1.5347340109999998,2.0,1.0,102.0,54.0,237.0,48.0,-6.0,-6.0,70.0,-135.0,-1.7492691768732773,1.4442932831371595,-0.144686401723029,0.6950206678453095,3.329680504639066e-05
54.0,48.0,8.434113979,3.0,1.0,237.0,22.0,358.0,17.0,-5.0,-4.996421582459071,32.0,-121.0,1.0569863491488833,0.6247691090742689,0.17213297999650032,-0.15432475732862752,6.727482364847609e-05
22.0,17.0,8.965801001,4.0,1.0,358.0,97.0,106.0,104.0,7.0,4.667897721173626,71.0,-108.0,-2.4309171459370704,-0.8490734697844691,-0.017625812108337857,1.6339430103659134,0.00010263612678377606
97.0,104.0,12.33266401,5.0,1.0,106.0,73.0,33.0,106.0,33.0,-0.5051989676796111,24.0,73.0,-2.902904299998598,-0.27800353779405756,-0.2082521092498546,1.5142376970074083,0.00014012527370923302
73.0,106.0,5.8831439020000005,6.0,1.0,33.0,19.0,232.0,19.0,0.0,1.350900767261657e-13,54.0,161.0,0.779309214498419,-0.29018406326746476,0.3312080150892613,-0.45075531973243593,0.00018055251924884908
19.0,19.0,2.617584944,7.0,1.0,232.0,113.0,255.0,118.0,5.0,5.000000000000089,52.0,-23.0,1.5597360208857487,-0.4566283256601646,0.18989770277868817,-0.9924437831330833,0.00022481946049944144
113.0,118.0,4.980408192,8.0,1.0,255.0,144.0,326.0,141.0,-3.0,-3.0011741006620385,-31.0,-71.0,4.363912433739753,-0.2898000397172986,0.07350707548366542,-1.3861997372251151,0.00027394807811638596
144.0,141.0,6.4028530120000005,9.0,1.0,326.0,49.0,235.0,50.0,1.0,1.0,-51.0,91.0,1.6614262369741797,-1.4420250266866819,-0.05742451579195038,1.0903378130729207,0.0003291142542850374
49.0,50.0,1.082783937,10.0,1.0,235.0,50.0,114.0,37.0,-13.0,-13.0,-1.0,121.0,-3.226672857982051,-1.82573054153562,-0.2880826170522369,1.9272718626206478,0.00039168701458763594
50.0,37.0,7.333853006,11.0,1.0,114.0,62.0,90.0,57.0,-5.0,-4.998992599979927,-12.0,24.0,-1.5062642631181884,-1.3798174043306253,-0.2262607747195288,-2.677203328759398,0.0004632749483478986
