stimulusID,morphID,RT,trialNumber,blockNumber,stimLocationDeg,shifted_stimulusID,shifted_stimLocationDeg,shifted_morphID,Error,responseError,Stim_diff,Stim_Loc_diff,DoVM_values,bootstrap_values,Running_Mean,slopes,intercepts
56.0,47.0,7.466619968,1.0,1.0,56.0,116.0,318.0,140.0,24.0,29.907114536962087,-60.0,98.0,-0.1418419164571506,5.5819546709424355,-1.1517346725196937,0.5646016842704057,1.2276869161194932
116.0,140.0,2.867080927,2.0,1.0,318.0,87.0,202.0,105.0,18.0,4.097397106233036,29.0,116.0,2.290473351109995,2.7144713715118547,-0.5280673413851377,-0.13759770567523139,0.6344393489545653
87.0,105.0,0.7833259109999999,3.0,1.0,202.0,91.0,339.0,112.0,21.0,6.556573359560691,-4.0,-137.0,-1.458240242728864,2.7008206473069616,-1.4289074143578762,0.10353417148172808,3.951645152502163
91.0,112.0,2.566488266,4.0,1.0,339.0,42.0,194.0,43.0,1.0,0.2483636486031351,49.0,145.0,0.4269812602210302,5.965868534775906,-0.5621965189607907,0.4321203104452798,5.2091623378893965
42.0,43.0,1.700134754,5.0,1.0,194.0,101.0,283.0,107.0,6.0,-1.73221542185642,-59.0,-89.0,-0.15767999139290878,4.6309242323966995,-0.004643942223204425,0.5713936939071573,1.1413085563355148
101.0,107.0,2.666566849,6.0,1.0,283.0,10.0,338.0,17.0,7.0,5.82513275830134,-57.0,-55.0,-0.19387346487616589,2.0877849084085764,-0.04846228508427938,0.2804525495220713,1.2912997485185975
10.0,17.0,1.682703733,7.0,1.0,338.0,104.0,185.0,92.0,-12.0,-16.18515406804833,54.0,153.0,0.26206547056307544,4.29495515127179,-0.1315130285646343,0.2558912636330583,1.0580006221287808
104.0,92.0,2.7006609439999996,8.0,1.0,185.0,9.0,174.0,16.0,7.0,5.511846568066499,-53.0,11.0,-0.2892964551207109,5.253063879616402,0.0540044130468313,0.37547067325012945,2.4525180755280833
9.0,16.0,3.533488989,9.0,1.0,174.0,14.0,219.0,14.0,0.0,1.6518942936053556,-5.0,-45.0,-1.7896836036373682,2.5103591432471815,0.12671417383138237,0.16847945645293008,3.3033943400995502
14.0,14.0,2.950073957,10.0,1.0,219.0,34.0,1.0,30.0,-4.0,-1.3840648373450044,-20.0,-142.0,-3.4479587082839784,1.0872536403797775,0.31309689739606344,0.08969923162624367,0.6519539599463917
34.0,30.0,1.616785765,11.0,1.0,1.0,131.0,186.0,146.0,15.0,13.031285764996785,51.0,175.0,0.35187389702587296,-0.501375367840283,1.224477440878154,-0.15600803663433893,0.35626170514497085
131.0,146.0,1.333808899,12.0,1.0,186.0,106.0,236.0,106.0,0.0,-1.7679043652816908,25.0,-50.0,2.86493156007458,6.297726471063322,1.0557367319488646,0.550366800457991,-0.570667706672101
106.0,106.0,2.433428288,13.0,1.0,236.0,55.0,58.0,55.0,0.0,0.7645277912607931,51.0,178.0,0.35187389702587296,2.451813099004017,0.4401828265242992,0.1812366650732343,2.460251144205334
55.0,55.0,1.683900833,14.0,1.0,58.0,92.0,112.0,102.0,10.0,-4.280391767665304,-37.0,-54.0,-1.2687738948549852,3.145162787583388,1.0915366685932784,0.22176419806610845,2.230661809518374
92.0,102.0,1.4673581119999999,15.0,1.0,112.0,25.0,45.0,3.0,-22.0,-15.40592413951283,67.0,67.0,0.060538837237034286,3.695692243572518,-0.09159162217930199,-0.09757371403219277,2.223215947710225
25.0,3.0,2.150301933,16.0,1.0,45.0,29.0,76.0,20.0,-9.0,-3.673665062412095,-4.0,-31.0,-1.458240242728864,1.2082644056107743,0.5730166424480315,0.09035945232534154,3.2411760974719854
29.0,20.0,2.700128078,17.0,1.0,76.0,2.0,197.0,141.0,-9.0,-0.48343074278279197,27.0,-121.0,2.5803695501390136,5.636275123921608,-0.11540011937587064,0.6064437077157483,2.9633701591615336
2.0,141.0,2.266756296,18.0,1.0,197.0,105.0,271.0,116.0,11.0,8.029781315283646,45.0,-74.0,0.6238593848201668,3.2476969946033645,-0.11540011937587064,0.2988613334164608,1.4370687467019039
105.0,116.0,2.116964817,19.0,1.0,271.0,124.0,114.0,9.0,33.0,35.68994112340086,-19.0,157.0,-3.523665064626392,0.7815665739391962,-0.23318400169381295,-0.2174348247734975,-0.7343142016337897
124.0,9.0,3.416653156,20.0,1.0,114.0,48.0,339.0,62.0,14.0,13.127413147267095,-72.0,135.0,-0.020970824325384434,5.976082046479278,-0.9097471809395535,0.5259332549260032,4.65724197114931
48.0,62.0,0.933588028,21.0,1.0,339.0,82.0,313.0,82.0,0.0,-10.989533296387304,-34.0,26.0,-1.612468011449808,-0.7668199206874847,-1.2752379296503003,-0.02294384406959838,0.5708232801992721
82.0,82.0,2.234039068,22.0,1.0,313.0,115.0,286.0,91.0,-24.0,-18.301789946088814,-33.0,27.0,-1.7389415605653127,1.3764948507522687,-1.2511143110191048,0.09978946035229057,2.610414363099232
115.0,91.0,2.2168431280000003,23.0,1.0,286.0,147.0,20.0,143.0,-4.0,-21.055727414882124,-32.0,-94.0,-1.870696518513283,3.56655177028058,-2.1019912997460386,0.19428601139479992,3.857294663100204
147.0,143.0,2.616993904,24.0,1.0,20.0,94.0,343.0,111.0,17.0,3.4149955882378045,53.0,37.0,0.2892964551207109,3.0101657973565965,-1.1575492176423139,0.0654759478541413,4.059408955155133
94.0,111.0,1.81683898,25.0,1.0,343.0,88.0,67.0,101.0,13.0,-1.2087548903705674,6.0,-84.0,2.100138360050301,6.193535915956279,-1.8971840689424186,0.19550904019585877,0.7987144904643073
88.0,101.0,2.350467205,26.0,1.0,67.0,21.0,346.0,15.0,-6.0,0.25811990575796884,67.0,81.0,0.060538837237034286,5.947235789377776,-2.3374195662245794,0.4842396062442346,4.622603341867546
21.0,15.0,5.950285912000001,27.0,1.0,346.0,30.0,50.0,23.0,-7.0,-2.160534537692609,-9.0,-64.0,-2.8765870228822483,2.7229925728074758,-2.3030537430072124,0.2994327775890205,3.6803606710252246
