stimulusID,morphID,RT,trialNumber,blockNumber,stimLocationDeg,shifted_stimulusID,shifted_stimLocationDeg,shifted_morphID,Error,responseError,Stim_diff,DoVM_values,bootstrap_values,Running_Mean
67.0,72.0,2.899034023,1.0,1.0,199.0,58.0,0.0,70.0,12.0,5.371700271597977,9.0,4.146623489848008,6.075268656261242,-2.818940442902274
58.0,70.0,2.149815083,2.0,1.0,0.0,57.0,331.0,76.0,19.0,12.350300262927792,1.0,0.5525311730251948,6.748957163986927,-2.456016706808986
57.0,76.0,4.49972105,3.0,1.0,331.0,133.0,235.0,78.0,-55.0,-51.940358141514395,72.0,0.017616366216986746,9.254518853172858,-0.8810893108584457
133.0,78.0,4.3158438210000005,4.0,1.0,235.0,135.0,277.0,143.0,8.0,9.392185632687958,-2.0,-1.0974895188147014,4.819752281356618,-0.5334602966521914
135.0,143.0,3.1833908560000004,5.0,1.0,277.0,127.0,29.0,144.0,17.0,25.269315434121015,8.0,3.829856302934174,1.2065842935122955,-0.4497422153371365
127.0,144.0,1.09988308,6.0,1.0,29.0,25.0,171.0,26.0,1.0,-0.3770166494322176,-46.0,-0.5717706455869915,3.955700979031753,-0.5848744607298243
25.0,26.0,4.300511122,7.0,1.0,171.0,101.0,160.0,104.0,3.0,2.8964935310430953,72.0,0.017616366216986746,3.743828638392617,-0.4792812552364692
101.0,104.0,11.38290095,8.0,1.0,160.0,131.0,301.0,140.0,9.0,13.860793069160852,-30.0,-2.6000035205400556,8.790007114744062,1.87167418295355
131.0,140.0,3.53169179,9.0,1.0,301.0,5.0,67.0,5.0,0.0,-4.946487261101847,-22.0,-4.273434902234992,9.069244949018781,3.349262433378405
5.0,5.0,3.316788912,10.0,1.0,67.0,122.0,82.0,12.0,38.0,48.91235674167737,31.0,2.402959427790714,5.248965252451549,3.2418472493378734
122.0,12.0,5.683295965,11.0,1.0,82.0,108.0,89.0,112.0,4.0,9.456006824222047,14.0,4.9978855911958755,7.308408609774108,2.3531862462213335
108.0,112.0,3.232711792,12.0,1.0,89.0,126.0,350.0,111.0,-15.0,-6.0177391661256046,-18.0,-4.877309907598241,3.422116817976384,2.3502346914923717
126.0,111.0,3.763752222,13.0,1.0,350.0,30.0,187.0,32.0,2.0,0.7436737791545944,-52.0,-0.3017987667192164,8.693601308928429,2.353005486238198
30.0,32.0,1.09992075,14.0,1.0,187.0,128.0,190.0,111.0,-17.0,-9.514466771763548,50.0,0.37400358796958116,7.933241240366298,2.054765288309282
