stimulusID,morphID,RT,trialNumber,blockNumber,stimLocationDeg,shifted_stimulusID,shifted_stimLocationDeg,shifted_morphID,Error,responseError,Stim_diff,DoVM_values,bootstrap_values,Running_Mean
34.0,30.0,6.733896971,1.0,1.0,138.0,102.0,265.0,118.0,16.0,9.860779071280472,-68.0,-0.03662209207703087,6.351691328087662,0.8553297455184867
102.0,118.0,4.5998330119999995,2.0,1.0,265.0,114.0,139.0,102.0,-12.0,-5.95619352529879,-12.0,-2.3894064103476453,5.569980661252781,1.3598772961401564
114.0,102.0,4.517287016,3.0,1.0,139.0,17.0,153.0,10.0,-7.0,0.32496796623543034,-51.0,-0.24854932642627647,3.3007584676319714,1.458240455074801
17.0,10.0,9.65060997,4.0,1.0,153.0,32.0,166.0,29.0,-3.0,-0.44341799955997274,-15.0,-2.5482180985824696,3.3735769996434866,1.6132096901636654
32.0,29.0,8.48341608,5.0,1.0,166.0,72.0,277.0,40.0,-32.0,-35.636904746413464,-40.0,-0.6936441966360154,4.430440438323166,2.9198365192334115
72.0,40.0,3.982812881,6.0,1.0,277.0,25.0,184.0,21.0,-4.0,1.0267082483201868,47.0,0.3650811180329696,2.6258004292400923,3.010612211581865
25.0,21.0,7.1843419079999995,7.0,1.0,184.0,146.0,145.0,11.0,13.0,7.23401064702669,27.0,1.822667492959291,1.6126290661125353,2.4025611844952106
146.0,11.0,5.083265066,8.0,1.0,145.0,52.0,151.0,43.0,-9.0,-2.1997051768293723,-54.0,-0.18511232784637605,5.218435272421377,0.9413403919939266
52.0,43.0,13.05006289,9.0,1.0,151.0,36.0,187.0,25.0,-11.0,-8.7410547803692,16.0,2.5598652413760012,-0.762217517294073,0.9998456231725739
36.0,25.0,7.4699797629999996,10.0,1.0,187.0,138.0,267.0,15.0,25.0,20.644464174148634,46.0,0.40125376102566057,0.8195009694598668,0.5581004621994697
138.0,15.0,3.649569035,11.0,1.0,267.0,93.0,193.0,110.0,17.0,2.7946374768650735,45.0,0.440668748658987,-0.29421309875202917,-0.0799727824799314
93.0,110.0,7.099412918,12.0,1.0,193.0,20.0,172.0,18.0,-2.0,4.908201680391283,73.0,0.009803529409104242,3.1545246204258808,-0.5615540428298312
20.0,18.0,6.100432873,13.0,1.0,172.0,53.0,48.0,43.0,-10.0,-3.046615525207944,-33.0,-1.2283171820448258,1.5770170157978411,-0.8186898048863613
53.0,43.0,4.532100916,14.0,1.0,48.0,96.0,153.0,108.0,12.0,-0.2293846477903294,-43.0,-0.5300816695164843,3.4255535653902296,0.9075335795148501
96.0,108.0,2.032066107,15.0,1.0,153.0,11.0,76.0,11.0,0.0,5.698707604809432,-63.0,-0.07177767752331032,2.28206349318354,0.8929694391828651
