stimulusID,morphID,RT,trialNumber,blockNumber,stimLocationDeg,shifted_stimulusID,shifted_stimLocationDeg,shifted_morphID,Error,responseError,Stim_diff,DoVM_values,bootstrap_values,Running_Mean
67.0,72.0,4.49972105,1.0,1.0,199.0,57.0,331.0,76.0,19.0,14.048813453140042,10.0,1.7871574491872397,0.4696517934756501,1.1398903135068963
57.0,76.0,3.1833908560000004,3.0,1.0,331.0,135.0,277.0,143.0,8.0,4.8194988417359355,70.0,0.0004726296891389689,4.577869761535675,-0.37885640003306953
133.0,78.0,1.09988308,4.0,1.0,235.0,127.0,29.0,144.0,17.0,23.187654768753077,6.0,1.3618144080324552,1.158545394388529,-0.350234084994356
135.0,143.0,4.300511122,5.0,1.0,277.0,25.0,171.0,26.0,1.0,2.5771531079172405,-38.0,-0.10456408534100131,8.445300859037843,-1.1125851702849872
127.0,144.0,11.38290095,6.0,1.0,29.0,101.0,160.0,104.0,3.0,4.854862185397565,26.0,0.6430128570890423,-1.2109047133461028,-1.534038852562896
25.0,26.0,3.53169179,7.0,1.0,171.0,131.0,301.0,140.0,9.0,10.322699991381,42.0,0.052793728469745414,3.132950404614005,-1.152930888147202
101.0,104.0,3.316788912,8.0,1.0,160.0,5.0,67.0,5.0,0.0,-1.2303090470676494,-52.0,-0.009524662090745513,0.9033095968687712,-1.4505180661413923
131.0,140.0,5.683295965,9.0,1.0,301.0,122.0,82.0,12.0,38.0,48.85875169828603,9.0,1.725998779059016,6.484422049490206,-0.8961329297466476
5.0,5.0,3.232711792,10.0,1.0,67.0,108.0,89.0,112.0,4.0,12.522077211596866,45.0,0.03142297750512669,1.2856833263101801,-0.9532215772746501
122.0,12.0,3.763752222,11.0,1.0,82.0,126.0,350.0,111.0,-15.0,-7.699843782687026,-4.0,-0.9790925098200608,0.39165397017571846,-1.6131201775166424
108.0,112.0,1.09992075,12.0,1.0,89.0,30.0,187.0,32.0,2.0,1.0244616396186075,-70.0,-0.0004726296891389689,1.0163199091765907,-1.7166028227930137
126.0,111.0,12.28266764,13.0,1.0,350.0,128.0,190.0,111.0,-17.0,-11.985143393905332,-2.0,-0.5123354291579642,2.1936484756547006,-1.3142372732656231
30.0,32.0,9.433410882999999,14.0,1.0,187.0,80.0,100.0,72.0,-8.0,-15.131530116913268,-50.0,-0.013329080128265695,2.3082184675032424,-1.6403985105321788
128.0,111.0,4.436342955,15.0,1.0,190.0,138.0,237.0,31.0,41.0,35.59276080905113,-10.0,-1.7871574491872397,0.398612214740842,-1.893627056400815
80.0,72.0,3.499443769,16.0,1.0,100.0,124.0,227.0,105.0,-19.0,-9.717580775090596,-44.0,-0.03735911069405524,4.931270870702142,-1.893627056400815
138.0,31.0,6.599967241,17.0,1.0,237.0,63.0,210.0,66.0,3.0,-1.227591133811302,-73.0,-0.0001767598356715984,2.0136192834101623,-2.571831320331288
124.0,105.0,2.2510747909999997,18.0,1.0,227.0,56.0,31.0,83.0,27.0,21.843043240393513,68.0,0.0007141177583236469,3.0251193383598927,-3.100640752740742
63.0,66.0,2.783049107,19.0,1.0,210.0,49.0,30.0,64.0,15.0,8.365915514810695,14.0,1.7612598237039876,2.8466980156510315,-3.431973720254886
56.0,83.0,7.382296801,20.0,1.0,31.0,114.0,1.0,92.0,-22.0,-9.79425645242361,-58.0,-0.0035976278257862384,0.3225084385963209,-3.431973720254886
49.0,64.0,4.0335958,21.0,1.0,30.0,45.0,199.0,46.0,1.0,-5.966241161371613,4.0,0.9790925098200608,2.794167111203903,-3.8446918428963612
114.0,92.0,3.782966614,22.0,1.0,1.0,32.0,291.0,31.0,-1.0,-3.2360162052802366,-66.0,-0.0010154676823456125,2.414438203046908,-4.7931459967449275
45.0,46.0,2.965490103,23.0,1.0,199.0,84.0,215.0,90.0,6.0,-1.4467185679167187,-39.0,-0.08829220819014286,-0.4186209536383353,-4.091293220572449
32.0,31.0,2.2664079669999997,24.0,1.0,291.0,35.0,265.0,38.0,3.0,-1.0433649903334299,-3.0,-0.7540575907311112,1.3144009519932265,-3.5399471760307755
84.0,90.0,5.6665780539999995,25.0,1.0,215.0,64.0,176.0,75.0,11.0,6.781221432061557,20.0,1.2283747737164465,-2.06130169956954,-3.814257527782455
35.0,38.0,6.299943924,26.0,1.0,265.0,15.0,57.0,22.0,7.0,5.667847437484113,20.0,1.2283747737164465,1.4303949497144506,-3.583623659980018
64.0,75.0,2.9829907419999997,27.0,1.0,176.0,8.0,110.0,26.0,18.0,12.2180799966428,56.0,0.004947712155669586,-0.4038499906718975,-3.3452708477300694
15.0,22.0,5.168006897,28.0,1.0,57.0,145.0,326.0,3.0,6.0,2.116722596580871,18.0,1.4375073008039725,0.09620259745947198,-3.902719085938374
8.0,26.0,10.82475209,29.0,1.0,110.0,66.0,18.0,76.0,10.0,5.6931196991045,-58.0,-0.0035976278257862384,-0.7238474691923097,-3.532568042684536
145.0,3.0,2.366969824,30.0,1.0,326.0,2.0,105.0,131.0,-19.0,-4.5384336435769725,-5.0,-1.1829158284640333,2.1852102860220457,-3.6223862042618076
66.0,76.0,4.416986227,31.0,1.0,18.0,23.0,66.0,25.0,2.0,4.039055993923171,43.0,0.04441642232440495,-0.9221549499055139,-3.928299170540829
2.0,131.0,1.683563709,32.0,1.0,105.0,33.0,227.0,35.0,2.0,-0.8610991889685806,-31.0,-0.3211586938419336,2.5178152878329843,-3.1421657844737494
23.0,25.0,5.434008597999999,33.0,1.0,66.0,59.0,126.0,45.0,-14.0,-18.597925499366397,-36.0,-0.14590796080638865,2.349510507803909,-2.9743501038935265
